sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request : Login,91005,1417,1445,2400,157,302550,0.0,3.159759568701933,6840.957686607751
HTTP Request : Login / Ajax marklist,91001,12,5,8,2,3091,0.0,3.1600068922118214,0.5598219767608702
HTTP Request : PerformBasicSearch,68363,604,430,1314,24,211089,0.0,2.3747243707239205,237.06511263416814
HTTP Request : PerformBasicSearch / Ajax marklist,68363,12,5,8,3,3092,0.0,2.3747958098712694,0.4206467504454978
HTTP Request : SubjectLimiter,126565,92,57,171,4,3664,0.0,4.396493129344019,8.8653138927598
HTTP Request : DocumentTypeLimiter,125839,114,70,215,7,4515,0.0,4.371293932044181,6.524769675514387
HTTP Request : PublicationTitleLimiter,125839,119,70,239,7,4036,0.0,4.371325212645263,8.877794822766086
HTTP Request : PublicationLangLimiter,125838,114,66,221,7,3547,0.0,4.3713908486757385,4.92325880463965
HTTP Request : GuidedReadingLevelLimiter,125838,152,75,323,7,6725,0.0,4.371415297375949,2.999168307022847
HTTP Request : AccelReaderReadingLevelRangeLimiter,125838,152,75,323,7,7006,0.0,4.371409526850622,2.984930530091592
HTTP Request : AccelReaderInterestLevelLimiter,125837,152,74,321,7,7150,0.0,4.371496275454741,2.9862373355942635
HTTP Request : LexileRangeLimiter,125837,152,75,322,8,7353,0.0,4.371543049747845,2.9928377424720054
HTTP Request : eToc_HomePage,14719,223,151,327,56,4770,0.0,0.5113416651325954,43.59684229705331
HTTP Request : etoc / Ajax marklist,15460,11,5,8,3,3061,0.0,0.5370985540063192,0.09513619510890124
HTTP Request : LexileCodeLimiter,125836,151,74,323,6,9174,0.0,4.37151119545768,2.9814645870564935
HTTP Request : LoginwithBookMark,10023,904,610,1761,175,7467,0.0,0.34827685309920015,79.04777770975541
HTTP Request : LoginwithBookMark / Ajax marklist,10023,11,5,8,2,3010,0.0,0.3482876603798132,0.06169989755780261
HTTP Request : RetrieveDocument ,72778,461,335,780,76,19703,0.0,2.52899528644595,251.85217788909554
HTTP Request : RetrieveDocument / Ajax marklist,72778,12,5,8,3,3033,0.0,2.529065944895845,0.4480115896967199
HTTP Request : /ps/scribble/fetch,71815,13,5,8,3,3067,0.0,2.4956004248167662,0.8295367890084256
HTTP Request : SearchWithinResults,27037,361,245,765,15,6553,0.0,0.9395291685981739,57.66274551680359
HTTP Request : GoToAdvancedSearchPage,26795,550,341,1176,31,12917,0.0,0.9311742508686645,9.563945388091934
HTTP Request : GoToAdvancedSearchPage / Ajax marklist,26794,13,5,8,3,3009,0.0,0.9312025705834102,0.16494683932074275
HTTP Request : PerformAdvancedSearch + KE,19748,443,311,840,123,4986,0.0,0.6863368843655808,31.510466755598433
HTTP Request : GoToeBookIndex,4416,626,328,1344,41,24186,0.0,0.1534789624863842,2.061097390916722
HTTP Request : GoToeBookIndex / Ajax marklist,4416,12,5,8,3,3009,0.0,0.15349013843239437,0.027180239859536364
HTTP Request : ClickonIndex,4416,621,384,1365,26,6093,0.0,0.15348859130701234,35.182546368115744
HTTP Request : ClickonIndex / Ajax marklist,4414,10,5,8,3,3007,0.0,0.15342293200121168,0.02717029613076333
HTTP Request : PerformAdvancedSearch + OQE,683,331,252,428,138,3198,0.0,0.02384395982051887,1.011425570398663
HTTP Request : GoToSubjectGuideSearchTab,6363,258,264,374,39,3364,0.0,0.22118246726243992,2.2390167218142607
HTTP Request : GoToSubjectGuideSearchTab / Ajax marklist,6363,11,5,8,3,3007,0.0,0.22118367435756447,0.03918494938124884
HTTP Request : PerformSubjectGuideSearch,6363,194,106,424,34,3883,0.0,0.2211826517856823,2.7877518220259856
HTTP Request : PerformSubjectGuideSearch / Ajax marklist,6363,11,5,8,3,3008,0.0,0.22118678057374525,0.03919775443014909
HTTP Request : ClickAnySubjectTerms,2666,279,134,640,34,4219,0.0,0.09267335766455075,3.7115316788847648
HTTP Request : ClickAnySubjectTerms / Ajax marklist,2666,8,5,8,3,1062,0.0,0.09267356061553042,0.01641753997346811
HTTP Request : Click on LOI,4397,952,1124,1449,57,209870,0.0,0.15288752092554495,256.02647922322
HTTP Request : Click on LOI / Ajax marklist,4397,14,5,8,3,3050,0.0,0.15288970052986348,0.02708832103238275
HTTP Request : RetrieveLOI,4397,455,303,955,90,4689,0.0,0.1528868351604533,12.323321431929598
HTTP Request : RetrieveLOI / Ajax marklist,4397,13,5,8,3,3010,0.0,0.15289062023520747,0.027093000211811057
HTTP Request : ApplySearchLimiter,8657,315,237,615,16,4626,0.0,0.3010044306099775,9.534829542615649
HTTP Request : ApplySearchLimiter / Ajax marklist,8657,13,5,8,3,3011,0.0,0.30101172554893435,0.05332230353499798
HTTP Request : Click on Related Subject ,13307,313,209,635,32,5167,0.0,0.462637928299917,21.250690419400215
HTTP Request : Apply Related Subject,13306,243,183,477,17,4896,0.0,0.46266867752177465,5.614098369557545
HTTP Request : Apply Related Subject / Ajax marklist,13306,13,5,8,3,4009,0.0,0.46266848447002434,0.08195382070815609
HTTP Request : SearchWithinPublication,5407,273,183,513,19,4286,0.0,0.18802342590366086,3.401758172907483
HTTP Request : SearchWithIn / Ajax marklist,5407,13,5,8,3,3008,0.0,0.1880237920514585,0.03330822964393816
HTTP Request : ClickNext,3758,298,256,438,118,3221,0.0,0.1307412926925289,1.876555466523758
HTTP Request : ViewPDF,12360,871,575,1657,53,15944,0.0,0.42988436458395574,22.16964052705762
HTTP Request : ViewPDF / Ajax marklist,12329,13,5,8,3,3009,0.0,0.42881524354890266,0.07595326471645987
HTTP Request : /loadWholeBook,12329,120,54,133,8,9000,0.0,0.4288145276477028,136.90597780715044
HTTP Request : SelectSubjectFromCollection,4544,194,51,415,26,5023,0.0,0.1580441700065555,32.4529181221618
HTTP Request : SelectSubjectFromCollection / Ajax marklist,4544,12,5,8,3,1084,0.0,0.15804469771169086,0.02800468748478333
HTTP Request : SearchWithInCollection,4544,368,279,732,16,5182,0.0,0.1580442909386711,5.235561073992866
HTTP Request : SearchWithInCollection / Ajax marklist,4544,13,5,8,3,3008,0.0,0.1580457201504189,0.02799131621981767
