sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request : Launch,3049,54,45,66,31,1390,0.0,0.4234761040865097,61.814418086158845
HTTP Request : Login,3044,657,478,1193,281,7042,0.0,0.42314885581605866,263.160819600819
HTTP Request : Login / Ajax Marklist,3044,6,5,8,3,433,0.0,0.42317173891193427,0.07498463065684623
HTTP Request : Basic search,1824,1053,820,1803,395,18770,0.0,0.2537255860414204,12.16365955174938
HTTP Request : Navigate To Advance Search,1215,671,625,1342,57,8218,0.0,0.169073446896883,2.64743407322738
HTTP Request : Navigate To Advance Search/ Ajax Marklist,1215,6,5,8,3,597,0.0,0.16908622325810924,0.029954447484324038
HTTP Request : Advance Search/ Single Term,850,1624,1106,3354,378,10910,0.0,0.11846749335606423,4.526858378444477
HTTP Request : Advance Search/ Ajax Marklist,1213,6,5,8,3,86,0.0,0.16907374904939576,0.02994200333958985
HTTP Request: Ajax BrowseIndex Search Results (SU),2797,408,229,913,90,5130,0.0,0.38984670257567827,0.919995467526829
HTTP Request: Ajax BrowseIndex Search Results (TY),2797,399,223,886,89,4549,0.0,0.3898440400832708,0.4529733574457285
HTTP Request: Ajax BrowseIndex Search Results (PO),2797,404,228,940,94,4803,0.0,0.3898419209826525,0.8788781156690388
HTTP Request: Ajax BrowseIndex Search Results (WO),2797,394,224,876,93,5415,0.0,0.3898376285160999,0.9371046373778325
HTTP Request: Ajax BrowseIndex Search Results (PU),2797,381,219,863,92,3815,0.0,0.38983387947707904,0.9352871437243088
HTTP Request: Ajax BrowseIndex Search Results (AU),2797,385,226,858,91,4757,0.0,0.38982975018421795,0.8117633494302451
HTTP Request :  Basic Search/ Ajax Marklist,1820,6,5,8,3,315,0.0,0.2537819081945341,0.0449174423137687
HTTP Request : RetrieveDocument,27571,959,695,1863,117,13903,0.0,3.8422309271230346,174.80768369037875
HTTP Request : AdvancedSearch - Multiple Search Terms,363,1556,1042,3066,360,11713,0.0,0.050706135316655625,1.5782033618447087
HTTP Request :DVI Document Image Tiles,22620,549,638,964,3,6262,0.0,3.1560697416069057,1333.2803337144796
HTTP Request :  Retreive Doc / Ajax Marklist,27540,8,5,9,3,3753,0.0,3.8429953595203092,0.6806284076669432
Download Citation/en,1652,12,8,13,5,2983,0.0,0.23106404292420218,0.35053589776423155
Download Citation JS,1652,9,8,12,0,3269,0.0,0.23106401060544646,0.628860096423767
Download Citation CSS,1652,7,7,11,0,184,0.0,0.23106381669310194,0.32913038592343
Download Citation Pop Up,1652,9,8,11,5,1448,0.0,0.2310632995951077,0.3004133775055402
HTTP Request: Get Citation,1652,18,15,23,11,487,0.0,0.23106287945469162,1.2222905444982068
HTTP Request: Download Citation,1652,15,12,17,9,232,0.0,0.2310626532258696,0.14845162999001618
HTTP Request: Navigate to NGrams Search Form,450,855,673,1359,451,3338,0.0,0.06321957041880436,7.921515069912416
HTTP Request :Navigate To NGram Search / Ajax Marklist,450,6,5,8,3,70,0.0,0.06322557494176574,0.011199076936462372
HTTP Request: NGram Search,449,1627,478,4326,142,19801,0.0,0.06306647459249787,0.061802061567908406
HTTP Request: Retrieve Carrot page,18,83,86,99,54,112,0.0,0.002673844453555322,0.1956896698990475
HTTP Request: Retrieve Carrot Results,18,3549,2538,6183,1406,9746,0.0,0.002670010706742934,0.8206242851695293
HTTP Request : Retrieve Topic Finder/ Ajax Marklist,18,10,5,12,4,83,0.0,0.0026728895495215896,4.7245410982754666E-4
TOTAL,123465,437,184,1080,0,19801,0.0,17.13822404884349,1863.5625125070324
