sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Home Page / Product Page,4031,714,656,906,173,5970,0.0,0.5600155042744424,504.4504168152174
HTTP Request: Saved Item Count,21856,7,4,6,2,5871,0.0,3.036716677918654,1.1944186947019464
HTTP Request: Bread Crumb,21867,12,7,12,4,6640,0.0,3.0378360415969734,2.228816139999133
HTTP Request: Header Bookmark Tool,15751,13,8,14,5,5944,0.0,2.189625670069801,1.947776994215724
HTTP Request: FavIcon Servlet,4025,7,4,5,2,5781,0.0,0.5597919715678529,0.31091706650648504
HTTP Request: Search Assist,2386,85,60,181,3,1645,0.0,0.33200882314143243,0.5667600355963274
HTTP Request: Go To Advanced Search Page,1893,290,257,380,142,5484,0.0,0.2635858819335758,6.372198948554455
HTTP Request: Perform Basic Keyword Search,2384,845,726,1339,28,5990,0.0,0.33175296093692375,32.628699844803904
HTTP Request: Browse Items,583,301,283,405,115,2505,0.0,0.08126224944778607,2.8876156865429996
HTTP Request: Perform Advanced Search WIth Default Date Range,1512,780,707,1044,284,7208,0.0,0.210701753897007,36.60308563930633
HTTP Request: Topic Page,582,758,723,1019,354,6562,0.0,0.08128135162787553,3.277130199876709
HTTP Request: Saved Item List,13128,8,4,6,2,5672,0.0,1.8314461309584429,0.7185017736902887
HTTP Request: Perform Advanced Search WIth New Date Range,378,1187,1027,1921,319,6036,0.0,0.05278759709321884,5.4422145333506595
HTTP Request: Display Group Ajax Calls,7523,369,268,692,8,11807,0.0,1.0500707747423013,4.137767267386572
HTTP Request: Navigation Portlet,7543,128,77,275,7,4273,0.0,1.0539787172591355,1.1976519049620837
HTTP Request: Add Search To History,7539,13,7,13,5,5227,0.0,1.053929925612594,0.33988402410897905
HTTP Request: Suggested Portals,3649,158,136,277,21,4813,0.0,0.5108889060943068,7.486009456852568
HTTP Request: Reference List,3649,117,89,200,8,5232,0.0,0.5106193144799267,1.445896899537434
HTTP Request: Biographies List,3648,62,39,153,7,3526,0.0,0.5106340092328452,0.8596573040225025
HTTP Request: Primary Sources List,3645,132,114,239,19,5412,0.0,0.510425922074976,0.9600720646220923
HTTP Request: Magazine List,3644,242,187,455,32,3974,0.0,0.5106017828745787,1.4150598654405264
HTTP Request: News List,3639,576,205,682,52,14585,0.0,0.5101050278076628,1.408379900290167
HTTP Request: Academic Journal List,3637,214,178,383,30,5586,0.0,0.5101295858188183,1.4119234734438768
HTTP Request: Case Overview List,3635,310,291,406,113,8025,0.0,0.5100146676570445,7.810321410436794
HTTP Request: Website List,3631,160,139,288,20,5515,0.0,0.5096940123376552,0.9076772393022513
HTTP Request: Audio List,3629,203,177,361,28,2724,0.0,0.5095903098924132,1.362341882106303
HTTP Request: View Full List Page,2940,602,526,842,170,13971,0.0017006802721088435,0.4132650199695561,19.371426353555393
HTTP Request: Sidebar Limiter Ajax Calls,13449,229,130,530,14,6462,0.0,1.9044128881556395,1.8138191905087624
HTTP Request: View Document,3959,605,566,809,183,7381,0.0,0.5613004135390367,32.08191938800426
HTTP Request: View More,1115,517,494,706,181,8267,0.0,0.15815353829180848,4.3814561151058475
HTTP Request: MLA7 Citation - Get Bookmark,5609,16,9,17,6,6222,0.0,0.7948529692059306,0.34391230919950555
HTTP Request: MLA7 Citation - Get Citation,5603,29,16,44,10,6351,0.0,0.7950612266675143,0.9421134201914901
HTTP Request: Bookmark Tool,5601,13,8,14,5,4850,0.0,0.7948162258873106,0.5472806630585141
HTTP Request: Translate Form,5598,15,9,17,6,5420,0.0,0.7945225349611914,1.1548772258748228
HTTP Request: Email Form,5593,14,10,18,7,1363,0.0,0.7943755991904271,1.166778552533466
HTTP Request: Related Subjects,5584,16,10,17,6,5925,0.0,0.7933839958648553,1.0268609343151507
HTTP Request: Clear Document In Session,5583,13,9,16,6,3857,0.0,0.7935818657944042,0.25587602650020447
HTTP Request: Print Document Tool (Audit Logging),1558,124,105,144,66,6556,0.0,0.22197861881426945,2.4382599370516793
HTTP Request: Download,1560,17,11,22,7,1127,0.0,0.22212245696484187,0.2573526104034043
HTTP Request: Download Citation Pop Up,1561,11,7,11,5,1667,0.0,0.22231758030741922,0.28511366253330667
