sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
BeanShell Sampler: Environment-Specific Variables,20,1,1,2,1,2,0.0,1.023436700440078,0.0
Home Page,20,1000,925,1145,866,1589,0.0,0.9779951100244498,765.5868925733497
ModalDisplayPortletWin,20,6,5,9,5,27,0.0,1.0602767322271114,1.9457217005513439
NamedUserSessionsPortletWin?id=submitLogin,20,491,371,742,275,1353,0.0,1.04384133611691,0.4592799941283925
Refresh Page,20,127,128,135,85,213,0.0,1.1060723371308485,19.64806808912178
SavedItemServlet,6158,5,5,6,3,1004,0.0,0.8552306213115749,1.8990654807818235
SearchServlet ,1435,22,21,34,4,83,0.0,0.1993412431753407,0.29539210322688325
nGramViewer,570,193,175,237,118,2263,0.0,0.07930048623719192,3.4341826343673696
BasicSearchPortletWin,1433,710,632,927,264,4094,0.0,0.19931007835820794,10.851691966143505
AdvancedSearchPage,428,218,206,255,126,1819,0.0,0.05971066277580083,3.62811486845727
SearchHistoryWin,1433,6,6,7,5,79,0.0,0.1994209694558883,0.06431041958735585
NGramViewerWindow,570,552,527,688,327,1063,0.0,0.07932085760041324,0.0917431442513113
AdvancedSearchPortletWin,428,1567,1411,2316,304,6361,0.0,0.059687979691583286,2.7932599527962916
BrowseIndexPortletSubjectWindow,1432,115,90,250,27,643,0.0,0.19928893374436213,0.20615302712862363
HitCountsListWindow,1858,42,9,135,6,1799,0.0,0.2585266845316305,0.29598290987993536
BrowseIndexPortletPublicationYearWindow,1574,422,475,553,16,1500,0.0,0.21912620987529716,0.31833035577555574
SearchDocumentToolsPortletInstanceNCCOWin,3284,14,9,13,7,733,0.0,0.4576708151097706,0.23859958583857238
NewspapersDetailsWindow,2622,307,8,891,5,8302,0.0,0.3650646750638968,7.976931170550224
/DVI-NCCO/images/16x16_dvi_newspapers.png,1426,4,4,5,3,15,0.0,0.19895297161934464,0.060162324383193466
ViewImages Newspapers,526,1180,1065,2068,0,3601,0.0,0.0734633075220142,50.00317102935362
/DVI-NCCO/images/16x16_manuscripts.png,1424,4,4,5,3,25,0.0,0.19906537130654403,0.05705974736905895
/DVI-NCCO/images/16x16_monographs.png,1424,4,4,5,3,14,0.0,0.19897541633579785,0.057077355526940425
Newspapers Public Tags,526,4,4,5,3,9,0.0,0.07352329647151078,0.025643007791232977
Newspapers Private Tags,524,4,4,5,3,10,0.0,0.07352923636099319,0.025645119068951477
NewspapersDetailsPage/MLA7CitationWindow,524,16,9,15,7,247,0.0,0.07350257441364162,0.027658669605857875
ManuscriptsDetailsWindow,1351,315,7,840,5,4490,0.0,0.18883468452866667,4.579762658886356
MonographsDetailsWindow,1942,319,7,906,5,11888,0.0,0.2715029041863175,6.002029227970937
NewspapersDetailsPage/MLA7CitationWindow (for EZProxy),524,13,9,12,7,232,0.0,0.07350199703803785,0.027645438920541818
