sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
LaunchMLA,1041,68,57,81,40,1702,0.0,0.14466281751473448,21.060893351176702
Login,1040,366,306,504,183,8443,0.0,0.1446425846962304,124.0765978874516
BookMarkLaunch/BasicSearch,80,691,514,857,102,12761,0.0,0.01133518087335585,0.1858773179382213
NavigateToAdvancedSearchPage,603,1324,1706,2432,52,17852,0.0,0.08401759604339823,1.2284569060791954
BookMarkLogin/BasicSearch,57,728,725,1095,167,2004,0.0,0.008076437673209478,0.13847794612683095
NavigateToSubjectGuideSearch,602,675,95,2225,47,6891,0.0,0.08416486919213469,1.119925863044674
BasicSearch,806,524,517,877,45,6516,0.0,0.11232727764808421,3.9062082180590902
HomePage,311,38,33,52,21,189,0.0,0.043430846989495175,0.3448685876047664
AdvancedSearch/singleSearchTerm,542,661,645,849,166,3770,0.0,0.07584513095949269,1.893161473881498
BookMarkLaunch/AdvancedSearch,34,290,204,573,56,838,0.0,0.004903741006322653,0.05986533105768501
RetrieveDocument,1446,329,296,523,0,5157,0.0,0.20215164281062922,6.382654315640497
PrintDocument,274,14,9,25,6,125,0.0,0.03837631761024787,0.00603897402175405
CitationTools,318,30,22,43,16,388,0.0,0.044600274249610904,0.28729396391389006
LimitExpand,95,364,237,702,92,1593,0.021052631578947368,0.013375381779153862,0.17643349510270956
SearchWithinResult,512,310,172,753,37,1937,0.0,0.07170984850734269,0.7817747809348163
SubjectGuideSearch/AllDates,241,217,185,317,46,4976,0.0,0.0338989869266658,0.3781848860856896
SubjectLink,512,633,346,1492,71,11664,0.0,0.07171771347680891,1.0413467041403393
NavigateToDownload,246,9,7,11,5,68,0.0,0.03456270243241341,0.0572687613391305
Download,246,29,8,16,4,2394,0.0,0.03456510147175673,0.06675720027244607
NextDocument,94,357,269,437,4,7211,0.0,0.013272196513224544,0.15969545427269422
MarkItem,246,121,111,204,28,540,0.0,0.03457368051867266,0.013169357346956302
ViewMarkedItem,246,159,142,223,64,524,0.0,0.034576445569506384,0.3220476417476144
RemoveAllMarkedItem,246,41,36,54,23,238,0.0,0.03457946867943539,0.24467255558122464
AdvancedSearch/multiSearchTerm,60,612,598,765,122,1732,0.0,0.008526714480691824,0.13799066267919602
SubjectGuideSearch/BeforeDate,90,247,239,391,59,518,0.0,0.012803681997510965,0.11839321339768748
SubjectGuideSearch/OnDate,90,120,121,195,31,300,0.0,0.01278301597365676,0.097750957501159
SubjectGuideSearch/AfterDate,89,2299,2237,2396,2009,7432,0.0,0.01263522351071531,0.10756050115910429
SubjectGuideSearch/BetweenDate,88,278,218,419,66,1950,0.0,0.01286872366390111,0.10755692148140945
PreviousSearch,36,35,27,40,18,108,0.0,0.005169865257514578,0.03659603784039793
SortBy/DateDsc,22,542,582,762,111,1392,0.0,0.003158803686381335,0.0452968915164153
Logout,10,127,40,282,36,416,0.0,0.0016159913331152823,0.02814255219086409
BookMarkLogin/AdvancedSearch,17,515,452,754,199,982,0.0,0.0026316897553581202,0.04246668624243931
SortBy/DateAsc,14,438,402,682,153,775,0.0,0.0022538120816562555,0.029121905858108362
TOTAL,10354,392,212,834,0,17852,1.9316206297083252E-4,1.438410163616725,164.38355421931274
