sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Login LitRC,14016,295,270,443,17,9112,0.0,1.9467004635497145,1709.1006137259328
HTTP Request - Ajax Ngram Search,5680,304,262,516,46,2664,0.0,0.7891666317006568,0.5659695891581843
HTTP Request: Home Page,2840,45,37,55,22,8663,0.0,0.3946059040268421,3.808693400148519
HTTP Request: Search Assist,5513,59,49,105,7,1732,0.0,0.7658969816462575,0.11692450184916957
HTTP Request: Navigate To Advance Search Page,3337,166,126,191,46,3840,0.0,0.4635523781542781,6.664479900734571
HTTP Request: Bookmark,1234,409,394,547,187,4209,0.0,0.17216110317040112,20.33775338153042
HTTP Request: Advance Search,3334,496,421,632,35,22213,0.0,0.46345444822439535,15.711619827727073
HTTP Request: Basic Search,5508,450,425,608,45,16292,0.0,0.7657311669128508,31.14035211573551
HTTP Request: Navigate to Work Search,1333,348,350,426,53,1427,0.0,0.1853935475256985,2.476591570965187
HTTP Request: Ajax MarkList,10697,7,5,9,3,1928,0.0,1.4874175763895368,0.284593474016218
HTTP Request: Work Search,1332,134,113,191,35,5290,0.0,0.18536679454470534,2.417791067138336
HTTP Request: Ajax Limit Expand Search Results (SU),10288,123,95,208,14,4113,0.0,1.4313884509713977,2.233014527486679
HTTP Request - Ajax Entity Facts,10685,2073,2056,3464,8,13289,0.0,1.486664956225126,72.38504962813897
HTTP Request- Previous Search,2932,34,28,43,15,2934,0.0,0.4084817643960217,2.9199131662348723
HTTP Request: Click on Work Search Link,1269,182,162,271,63,2410,0.0,0.1766095230248577,3.074953241619781
HTTP Request: Retrieve Document,15794,265,230,390,66,10420,0.0,2.199886899571834,135.4386131364685
HTTP Request: Retrieve Document/ Ajax MarkList,10572,7,5,9,3,2086,0.0,1.4727058378744782,0.28228491622801477
HTTP Request- Navigate To Download,2069,9,8,11,5,196,0.0,0.28827152865138944,0.4853996313844515
HTTP Request: Click On Next Page Link,2842,344,309,469,46,7072,0.0,0.3962129182977455,6.470773745789889
HTTP Request- Limit Expand Result,2800,335,289,504,64,15434,0.0,0.39080617311848115,5.454118048953917
HTTP Request- Mark Current Document,2196,124,109,208,36,1269,0.0,0.3063532730345645,0.11459365816638638
HTTP Request- View Mark Item,2195,187,164,256,80,10137,0.0,0.3063120944853497,2.841087468029111
HTTP Request- View Mark Item/ Ajax Calls,2195,6,5,9,3,130,0.0,0.30631448827059726,0.114600414886926
HTTP Request: Search Within Results,2135,297,273,490,44,2493,0.0,0.2979696196595749,3.8413304197411504
HTTP Request - Navigate to Person Search,835,282,276,329,53,6392,0.0,0.11648412140072784,1.4908332750912725
HTTP Request: Person Search,834,167,156,245,47,6954,0.0,0.11639744059613354,1.6988952638575758
HTTP Request: Click on Person Link,592,260,199,346,74,14502,0.0,0.08286213658059596,1.5816054437484368
HTTP Request- Print Document,2019,16,9,26,6,528,0.0,0.2828219098869721,0.04455548759428798
HTTP Request- Citation Tools messages/en,2139,9,7,12,5,391,0.0,0.29988000593871766,0.45492594924849844
HTTP Request: Citation Tools/ Popup Window,2139,10,8,12,5,1031,0.0,0.29987933326688043,0.5994302189711461
HTTP Request: Citation/ Ajax MLA7,2139,17,12,25,9,460,0.0,0.29987878672323476,0.2275239331293438
HTTP Request: Citation/ Ajax APA,2139,15,11,21,8,252,0.0,0.2998783242647829,0.17664751349837998
HTTP Request: Save Citation/ MLA7,2139,18,12,23,9,3993,0.0,0.29987802997378343,0.18543994860084959
HTTP Request: Save Citation/ APA,2139,16,11,21,9,297,0.0,0.29987786180775744,0.1680854670131548
HTTP Request: Export Citation/ ENDNOTE,2139,17,12,24,8,421,0.0,0.29987676873318536,0.19476636989462956
HTTP Request: Export Citation/ PROCITE,2139,17,12,23,8,419,0.0,0.2998774413935174,0.19472778761947782
HTTP Request: Export Citation/ REFMGR,2139,17,12,21,8,1468,0.0,0.2998770630217093,0.19476395975745148
TOTAL,146327,303,116,513,3,22213,0.0,20.30573433315881,2032.8994677816356
