sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request - loginWithInfoMark - Topics,690,767,474,1476,148,4780,0.0,0.0959208344500928,120.1999103954743
HTTP Request - Login,2772,891,487,1529,89,10646,0.0,0.3850800645634238,749.6783421388968
HTTP Request - PerformBasicSearch,2608,897,633,1444,152,4346,0.0,0.3618315948629348,693.992849504495
HTTP Request - RetrieveTopic,2603,651,372,1351,150,4873,0.0,0.3606679853748647,555.3432591984453
HTTP Request - Browse Eras,1038,1453,1343,2580,104,5536,0.0,0.14434985063684289,1617.9202829492615
HTTP Request - Topic,1033,637,377,1351,169,5342,0.0,0.14357212449218137,216.33713180977318
TOTAL,10744,856,478,1496,89,10646,0.0,1.4836301491211243,3930.3142035835576
