sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
BeanShell Sampler: Environment-Specific Variables,20,1,1,1,1,1,0.0,1.0234890742541325,0.0
Home Page,20,942,923,1032,849,1129,0.0,0.9728099615740066,761.6978972864682
ModalDisplayPortletWin,20,5,5,8,5,8,0.0,1.028912439551394,1.8881648542802758
NamedUserSessionsPortletWin?id=submitLogin,20,453,351,657,287,990,0.0,1.0119409026512851,0.44524411493118804
Refresh Page,20,119,124,131,85,136,0.0,1.0580890911014706,18.79565075785631
SavedItemServlet,6099,5,5,6,3,32,0.0,0.8471716980479491,1.8849957420471914
SearchServlet ,1415,22,21,34,4,93,0.0,0.19657135109393692,0.2914606845923763
nGramViewer,562,208,178,257,114,4187,0.0,0.07821853255909049,3.399142631328847
AdvancedSearchPage,423,261,210,303,125,7013,0.0,0.05879884387294501,3.5720627516673917
BasicSearchPortletWin,1414,780,645,1217,230,7750,0.0,0.19659178799675053,10.735436690370992
SearchHistoryWin,1413,6,6,7,5,78,0.0,0.19676360767258314,0.06343598484711342
BrowseIndexPortletSubjectWindow,1413,117,89,256,25,792,0.0,0.19670425021782942,0.2045003027303469
BrowseIndexPortletPublicationYearWindow,1554,419,464,548,18,1409,0.0,0.21631357952342806,0.31434589501831495
NGramViewerWindow,562,554,513,757,352,1418,0.0,0.07825021383054429,0.08963351183409173
HitCountsListWindow,1835,42,9,137,6,834,0.0,0.25533859428241923,0.29379334429167264
AdvancedSearchPortletWin,422,1634,1427,2198,391,10426,0.0,0.05885755258859561,2.7469172888290037
SearchDocumentToolsPortletInstanceNCCOWin,3241,17,9,13,7,3360,0.0,0.4515343809785465,0.2353792810868395
/DVI-NCCO/images/16x16_dvi_newspapers.png,1408,4,4,5,3,22,0.0,0.1963313370191939,0.05940696767958112
NewspapersDetailsWindow,2620,362,7,1051,5,9847,0.0,0.365247915507841,7.892450531648314
/DVI-NCCO/images/16x16_manuscripts.png,1407,4,4,5,3,14,0.0,0.1966048975160292,0.05637969879766394
/DVI-NCCO/images/16x16_monographs.png,1407,4,4,5,3,21,0.0,0.19659333237016108,0.05640940329172969
ViewImages Newspapers,526,1245,1094,2139,0,4200,0.0,0.0735739556030134,52.58065380967621
Newspapers Public Tags,526,4,4,5,3,8,0.0,0.07362493192143296,0.025675858460057564
Newspapers Private Tags,526,4,4,5,3,11,0.0,0.07364611557343723,0.025683246017999335
NewspapersDetailsPage/MLA7CitationWindow,526,16,9,13,7,1012,0.0,0.07360520240451124,0.02768681312597656
NewspapersDetailsPage/MLA7CitationWindow (for EZProxy),526,14,9,12,7,590,0.0,0.07358170562953206,0.027677974745037994
NewspapersDetailsPage/MLA7CitationWindow -tinyurl,525,23,13,26,9,1640,0.0,0.07346444614664288,0.053673731092350546
ManuscriptsDetailsWindow,1511,341,7,893,5,5470,0.0,0.2116218638017931,5.0757628440360865
MonographsDetailsWindow,1921,360,7,1042,5,10848,0.0,0.2687626703900767,6.015139394621179
/DVI-NCCO/SavedItemServlet,1865,5,5,5,3,1004,0.0,0.2611707929551384,0.10321959979847137
NewspapersDetailsPage/DocumentToolsPortletWindow,524,13,9,13,7,144,0.0,0.07339628418705071,0.04646167973349305
ViewImages Monographs,385,741,715,1447,0,2456,0.0,0.05411251608441834,6.568109644036273
/crossdomain.xml,1300,9,5,7,4,3388,0.0,0.1820955273136287,0.07433893961397149
Monographs Public Tags,385,4,4,5,3,13,0.0,0.05412669667863124,0.018883385402746908
ViewImages Manuscripts,304,1536,1368,2843,0,6505,0.0,0.042639628653718245,8.466175550235304
Manuscripts Public Tags,304,4,4,5,3,83,0.0,0.04264667510247828,0.014873236177707572
Monographs Private Tags,385,4,4,5,3,9,0.0,0.05410367219189294,0.01888317517904802
MonographsDetailsPage/MLA7CitationWindow,385,20,9,12,8,2221,0.0,0.054080074751305406,0.020343265943824428
Manuscripts Private Tags,304,4,4,5,3,7,0.0,0.04262749723166656,0.014869149577574124
savedDocuments,141,570,435,746,209,5419,0.0,0.019868577112554645,0.8232335705450036
savedTags,141,164,150,227,101,466,0.0,0.01986937226452645,0.6636252538100931
savedAnnotations,141,92,75,144,31,713,0.0,0.019869411463804908,0.48353855370413035
MonographsDetailsPage/MLA7CitationWindow (for EZProxy),385,17,9,14,7,187,0.0,0.05409835052021536,0.020352747943279074
Maps Locator Page,141,167,160,226,107,346,0.0,0.019869223868659077,0.7107303010296626
KeyDragZoom Plugin for Google Maps,141,4,4,6,3,10,0.0,0.019868423129211825,0.01696048653259098
Draw a Rectangle (around Australia),141,580,512,617,386,3862,0.0,0.01986532157306296,1.11971694606854
MonographsDetailsPage/MLA7CitationWindow -tinyurl,385,16,12,21,9,228,0.0,0.054059716187894166,0.04101045981790441
ManuscriptsDetailsPage/MLA7CitationWindow,303,17,9,14,7,575,0.0,0.042525969613159645,0.015996580308539243
ManuscriptsDetailsPage/MLA7CitationWindow (for EZProxy),303,13,9,12,7,196,0.0,0.04250378430970698,0.015985632291836315
/gdc/ncco/NewspapersDetailsPage/NewspapersDetailsWindow?action=1,104,123,87,234,60,444,0.0,0.014624611533756136,0.011818915186041933
ManuscriptsDetailsPage/MLA7CitationWindow -tinyurl,302,19,13,20,9,1055,0.0,0.042448431129880254,0.03402540000969848
/gdc/ncco/NewspapersDetailsPage/NewspapersDetailsWindow,104,7,6,7,5,73,0.0,0.014627503588661097,0.005145091429984751
