sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Login,2490,318,277,420,151,3620,0.0,0.3459436509197933,297.3476811146999
HTTP Request: Search Assist,1501,46,47,76,8,182,0.0,0.20860891901109643,0.03188599292390486
HTTP Request: Bookmark,275,404,329,501,188,4738,0.0,0.03829571533611105,4.2456811354261825
HTTP Request: Basic Search,1500,488,439,639,208,5655,0.0,0.20858012417748165,25.305122086465918
HTTP Request: Ajax MarkList,3063,6,5,8,3,134,0.0,0.4259337620853317,0.08537518647638752
HTTP Request: Ajax Limit Expand Search Results (SU),2968,105,82,188,15,1411,0.0,0.41271857362903525,0.6280945093376882
HTTP Request: Navigate To Advance Search Page,1122,210,154,287,89,2649,0.0,0.1560888203816942,14.632752103834193
HTTP Request: Retrieve Document,4606,304,253,435,127,5962,0.0,0.6405014990460616,79.75868755010437
HTTP Request: Advance Search,1121,368,331,496,107,2820,0.0,0.15597923653381576,15.967380500824838
HTTP Request - Navigate to Person Search,562,328,322,385,112,1860,0.0,0.07817556590694019,7.323345216622128
HTTP Request- Previous Search,93,113,106,142,77,329,0.0,0.012957419550795523,1.144869082821945
HTTP Request: Person Search,561,226,207,301,122,1158,0.0,0.07812131195343802,7.279323106639142
HTTP Request: Retrieve Document/ Ajax MarkList,3094,6,5,9,3,125,0.0,0.4307727093375763,0.08825857687051285
HTTP Request: Click on Person Link,201,298,240,539,121,1858,0.0,0.02825770180532974,2.735197645314529
HTTP Request- Mark Current Document,809,112,77,190,23,3284,0.0,0.11272992585185643,0.04006475364923073
HTTP Request- Citation Tools messages/en,770,10,7,12,5,457,0.0,0.1073108812954904,0.1627918100352816
HTTP Request- View Mark Item,809,233,199,328,118,2341,0.0,0.11272101993434314,10.22429312952321
HTTP Request: Citation Tools/ Popup Window,770,10,8,12,5,164,0.0,0.10729781190498487,0.1980057501959927
HTTP Request: Click On Next Page Link,89,368,334,464,122,1993,0.0,0.012464437838448,1.1917314720420558
HTTP Request- View Mark Item/ Ajax Calls,808,6,5,9,3,125,0.0,0.11283909159503783,0.04013340979415384
HTTP Request: Citation/ Ajax MLA7,769,21,12,30,9,579,0.0,0.1074310579696033,0.07204626976385704
HTTP Request: Citation/ Ajax APA,769,19,12,31,8,760,0.0,0.10743520043789974,0.054184474883564135
HTTP Request: Save Citation/ MLA7,769,22,12,39,8,759,0.0,0.107439523354125,0.0607213897298853
HTTP Request: Save Citation/ APA,769,25,12,39,9,732,0.0,0.10744410182179928,0.05575698535113543
HTTP Request- Print Document,774,20,9,30,6,2420,0.0,0.10818955817005889,0.017036208032865024
HTTP Request: Navigate to Work Search,560,247,234,296,105,2565,0.0,0.07830239293511067,7.217499445896961
HTTP Request: Export Citation/ ENDNOTE,769,20,12,34,9,370,0.0,0.1074483804147731,0.05759459478931245
HTTP Request: Work Search,560,288,294,399,90,2543,0.0,0.07830023610317623,6.9674886965831595
HTTP Request: Export Citation/ PROCITE,769,23,12,34,9,1190,0.0,0.10745211883282127,0.05758622809842167
HTTP Request: Click on Work Search Link,242,211,195,287,115,1233,0.0,0.033891701448842224,3.141410384599387
HTTP Request: Export Citation/ REFMGR,768,22,12,42,9,517,0.0,0.10745585530173618,0.05759462337177445
HTTP Request- Navigate To Download,740,9,8,11,5,155,0.0,0.10355161033249163,0.1692439396507512
HTTP Request- Limit Expand Result,85,397,387,526,135,1571,0.0,0.011919305460668536,1.153555558836286
TOTAL,35555,150,66,360,3,5962,0.0,4.9366880689323,486.8298306340586
