sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
Login,1448,262,202,293,144,7425,0.0,0.20111214460407645,5.045893578940961
Common Ajax Requests,5172,53,52,58,25,401,0.0,0.7184006833974018,8.02020718956291
BasicSearch,289,69,54,77,21,2493,0.0,0.040323615853515606,0.9821631081802386
Navigate Case Study TAB,145,76,57,78,50,1635,0.0,0.020205595417092263,0.13481437807525679
Navigate Case Study TAB Ajax Call,145,711,280,432,163,32091,0.0,0.020204013157968072,1.3190667876051025
Navigate Case Study TAB Publication Title,145,682,817,915,16,2216,0.0,0.020205786881622795,0.13139000716016444
Navigate Case Study TAB Subject Limiter,145,362,352,431,202,1274,0.0,0.020206026217388692,0.09875409533474905
Article Retrieve,289,334,260,581,82,2363,0.0,0.04027115726764796,0.5833565675586286
Basic Search : Ajax,289,967,25,3932,13,11526,0.0,0.04032256376720458,1.5002868415423003
BasicSearch Publication Title,68,173,160,260,91,507,0.0,0.00952207847929046,0.055319184446581
BasicSearch Display Group,68,10,10,12,9,14,0.0,0.009522195818355714,0.01450647019202628
BasicSearch Subject Limiter,68,199,205,277,110,453,0.0,0.009521901142782167,0.04524612368480491
Navigation Company Finder,145,130,88,107,75,4041,0.0,0.020206468299535114,0.17437251294955908
Article Page Retrieve,337,515,378,978,76,3172,0.0,0.047153429985271895,2.7167995089064716
Navigation Company Finder Ajax Call,144,35,33,44,29,81,0.0,0.020208682716664445,0.0809438217916962
Navigate to Recent News,106,78,57,81,50,1738,0.0,0.014807012936579886,0.09880090696446456
Company Finder by Revenue,16,961,1176,1951,34,2323,0.0,0.0022928782199354587,0.030997239285057644
Navigate Recent News - Ajax Search,106,1090,628,1988,50,10967,0.0,0.01480568309161659,0.6971915744873218
Navigate Recent News - Subject Limiter,90,167,151,279,32,1062,0.0,0.0125734358506097,0.06280551266228812
Navigate Recent News - Publication Title,90,154,127,253,29,1252,0.0,0.01257335680546209,0.06326161144262085
Recent News,90,614,387,691,222,6864,0.0,0.01257209221825208,0.12279343629923424
Company Retrieve,111,1923,709,11055,74,12132,0.0,0.015580915484061144,0.13699880182233545
Navigate All Industries,99,95,58,91,51,2077,0.0,0.013883962886905025,0.09263466703346974
Ajax Search Call,288,703,212,400,11,35071,0.0,0.04039289948928228,2.864128752507375
Industries Article Retrieve,99,663,651,849,73,2600,0.0,0.01388471840879444,0.12394743600617436
Company Retrieve Hierarchy,111,28,20,46,17,291,0.0,0.0155888213825824,0.004699797043376387
Navigate Market Share Reports,98,61,57,77,51,149,0.0,0.013774124043014622,0.09190184175323517
Navigate to SWOT Reprot,105,75,59,75,41,1529,0.0,0.014771227449611124,0.0985543933833201
Navigation Comparision Charts: Country,95,95,78,92,67,1454,0.0,0.013329864762207842,0.10873198639785521
Navigate Company Histories,144,95,59,80,51,3333,0.0,0.02022425894242294,0.13494154543990713
Publication Title,189,705,684,951,14,1109,0.0,0.026559529179647812,0.011625146103759226
