sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request : Launch,378,54,50,63,38,659,0.0,0.05261591578558207,7.77290675173904
HTTP Request : Login,378,365,287,475,184,1417,0.0,0.052590638504611625,45.222075547026115
HTTP Request : Login / Ajax Marklist,378,6,6,9,4,45,0.0,0.05259224826435146,0.009311580166099677
HTTP Request : Basic search,371,330,301,465,156,1279,0.0,0.05158129336964879,1.5547779584339587
HTTP Request :  Basic Search/ Ajax Marklist,371,6,6,9,4,100,0.0,0.051583236921807184,0.009130639187910223
HTTP Request: Navigate to NGrams Search Form,108,523,515,607,391,732,0.0,0.0150883633233182,1.0120913443839994
HTTP Request :Navigate To NGram Search / Ajax Marklist,108,6,6,8,4,17,0.0,0.015089482728340549,0.002669776372119498
HTTP Request: NGram Search,107,99,79,154,22,440,0.0,0.01498775346462232,0.008281237174615172
HTTP Request: Ajax BrowseIndex Search Results (SU),586,76,56,136,27,593,0.0,0.08219721862005458,0.1727060183951344
HTTP Request: Ajax BrowseIndex Search Results (TY),586,66,48,123,23,376,0.0,0.08219687273160828,0.10854336595141828
HTTP Request: Ajax BrowseIndex Search Results (PO),586,67,53,123,23,248,0.0,0.08219623861035055,0.19042426312685154
HTTP Request: Ajax BrowseIndex Search Results (WO),586,67,51,126,27,255,0.0,0.0821958235544616,0.2158249922310219
HTTP Request: Ajax BrowseIndex Search Results (PU),586,65,51,112,25,225,0.0,0.0821950626295519,0.20655648935454715
HTTP Request: Ajax BrowseIndex Search Results (AU),586,68,56,115,26,355,0.0,0.08219462452766144,0.17792799940247594
HTTP Request : Retrieve Document,650,944,894,1262,431,4177,0.0,0.0910150375044965,9.814069586045758
HTTP Request : DVI Document Image Tiles,5572,452,497,632,116,4361,0.0,0.7810887917963808,9.934608871049138
HTTP Request : Navigate To Advance Search,369,299,113,595,41,1126,0.0,0.05206479965211119,0.5961643882378986
HTTP Request : Navigate To Advance Search/ Ajax Marklist,369,7,6,9,4,124,0.0,0.05206856117209294,0.009229706975000035
HTTP Request : Advance Search/ Single Term,221,309,291,441,98,1311,0.0,0.031329848584684725,0.43320274378768797
HTTP Request : Advance Search/ Ajax Marklist,369,7,6,9,4,151,0.0,0.05207034661494064,0.009216932013766327
HTTP Request :  Retreive Doc / Ajax Marklist,690,6,6,9,4,80,0.0,0.09751132721254262,0.017277843493895863
HTTP Request : AdvancedSearch - Multiple Search Terms,148,254,234,430,47,698,0.0,0.020948775713914458,0.2423133850680807
HTTP Request: Download Citation JS,128,7,8,12,0,36,0.0,0.018250032864316992,0.04797581538259626
HTTP Request: Download Citation/en,128,9,8,12,6,118,0.0,0.018250019854025506,0.027680654121702824
HTTP Request: Download Citation CSS,128,7,8,11,0,73,0.0,0.018250006843752567,0.02511018931744404
HTTP Request: Download Citation Pop Up,128,9,8,14,5,34,0.0,0.018250004241700205,0.02296984252741457
HTTP Request: Get Citation,128,19,16,21,11,149,0.0,0.018249827303880296,0.0973561286716193
HTTP Request: Download Citation,128,18,13,19,10,148,0.0,0.01824991056830934,0.011221567476976953
HTTP Request: Retrieve Carrot page,18,84,84,96,42,107,0.0,0.002677099422267072,0.17770264108871686
HTTP Request: Retrieve Carrot Results,18,6463,4661,9275,1913,26820,0.0,0.0026746013172411487,1.766809387525585
TOTAL,14907,274,147,610,0,26820,0.0,2.070348517694626,79.45285207061588
