sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Home Page / Product Page,19098,751,670,958,319,11779,0.0,2.6264684149225985,2466.188193573949
HTTP Request: Saved Item Count,129864,8,5,8,3,4827,0.0,17.862689037301415,7.0255638451108
HTTP Request: Bread Crumb,129146,12,8,14,5,9603,0.0,17.7644516192218,13.329763821204095
HTTP Request: Header Bookmark Tool,105418,13,9,15,5,7557,0.0,14.509755180742923,13.789091630259112
HTTP Request: FavIcon Servlet,752996,0,0,0,0,713,0.0,103.62262777921354,1.458119892206436
HTTP Request: Search Assist,18790,61,45,132,4,2745,0.0,2.6071899889454593,4.433065533104444
HTTP Request: Perform Basic Keyword Search,18763,899,777,1382,156,16312,0.0,2.6086692964225793,193.6198288778096
HTTP Request: Saved Item List,89616,8,5,8,3,4866,0.0,12.468319982369382,4.89165924405384
HTTP Request: Navigation Portlet,70003,124,71,299,8,8595,0.0,9.746762125148631,10.83903282368654
HTTP Request: Add Search To History,70005,13,9,14,6,7409,0.0,9.748992513587035,3.143701361006634
HTTP Request: Suggested Portals,32970,161,130,276,20,7156,0.0,4.592882161020013,16.57425846985038
HTTP Request: Go To Advanced Search Page,15149,304,262,393,47,10924,1.9803287345699386E-4,2.1073987376752505,48.122887756272775
HTTP Request: Reference List,32964,144,113,249,8,8367,0.0,4.593368321002927,11.786544060259462
HTTP Request: Biographies List,32958,63,34,141,8,6238,0.0,4.59392519671375,6.828820582701108
HTTP Request: Perform Advanced Search WIth Default Date Range,12097,839,731,1245,237,12000,0.0,1.6853947455864797,111.2237820040137
HTTP Request: Primary Sources List,32951,160,137,275,21,8620,0.0,4.5931498768320465,7.432099256306921
HTTP Request: Magazine List,32942,314,260,527,23,11725,0.0,4.593776661182545,12.97449542927624
HTTP Request: News List,32934,408,302,727,22,15193,0.0,4.592209585690221,12.53391379293937
HTTP Request: Academic Journal List,32917,267,225,449,22,6729,0.0,4.59302020554941,11.83760750196498
HTTP Request: Case Overview List,32908,350,311,446,109,12137,0.0,4.592298173951644,70.07054075735276
HTTP Request: Statistics List,32897,200,165,347,21,8820,0.0,4.5917749205369045,7.289227427274447
HTTP Request: Viewpoint List,32891,247,214,393,22,5743,0.0,4.592786263336688,11.447571835987288
HTTP Request: Perform Advanced Search WIth New Date Range,3025,1305,1140,2157,277,10892,0.0,0.42230743758086664,35.680104271196484
HTTP Request: Website List,32883,201,169,343,20,8028,0.0,4.592068010031245,7.448368484742542
HTTP Request: Audio List,32875,266,228,436,22,8726,0.0,4.592863437649661,12.076084571302127
HTTP Request: Map Page,731,2647,2585,3020,1594,10662,0.0,0.1019543149827654,272.20994686032316
HTTP Request: Map Ajax Calls,725,771,741,961,396,7256,0.0,0.10171097500701806,0.2091645648152136
HTTP Request: View Full List Page,27992,691,590,956,150,13131,0.0,3.9115584231746707,175.95808067204095
HTTP Request: Browse Items,1085,348,304,429,104,10226,0.0,0.15170814987366976,3.8723678668767976
HTTP Request: Topic Page,1081,747,658,899,264,11653,0.0,0.1513307657966711,6.724591657604553
HTTP Request: Display Group Ajax Calls,14007,336,256,594,28,20483,0.0,1.9610374191756335,8.37149753932295
HTTP Request: Sidebar Limiter Ajax Calls,95617,136,111,255,14,9192,0.0,13.41845709004289,13.70629131586014
HTTP Request: View Document,148382,537,475,722,128,12873,0.0,20.82748775850658,656.7599197142172
HTTP Request: Sort By Relevance,2733,519,450,708,115,8054,0.0,0.3849709482864144,8.363365619211965
HTTP Request: MLA7 Citation - Get Bookmark,19629,14,9,17,6,8353,0.0,2.7650735528722943,1.2006530327485625
HTTP Request: MLA7 Citation - Get Citation,19619,29,16,49,10,6052,0.0,2.7646443432099015,3.3538566147416886
HTTP Request: Bookmark Tool,19613,12,8,14,5,8989,0.0,2.7638568746870704,1.9066589509935046
HTTP Request: Translate Form,19608,15,10,17,6,8561,0.0,2.764085941532985,4.0253274083445
HTTP Request: Email Form,19602,15,10,18,7,7449,0.0,2.76357789865161,4.058004516905027
HTTP Request: Related Subjects,19594,15,10,18,6,8664,0.0,2.7616020336125047,3.27060446279589
HTTP Request: Clear Document In Session,19583,13,9,16,5,7893,0.0,2.761297836774204,0.9045985303505873
HTTP Request: Sort By Title,2736,557,469,766,127,11040,0.0,0.3859478857503978,12.449613296105678
HTTP Request: Sort By Content Level,2062,553,481,763,116,11359,0.0,0.29108045904320073,6.403454133900117
HTTP Request: Download Citation Pop Up,13158,12,8,13,5,5544,0.0,1.856174283451553,1.6122398190346454
HTTP Request: Download Citation CSS,13154,5,0,11,0,5306,0.0,1.856408221260602,1.4639382654208617
HTTP Request: Download Citation JS,13153,0,0,0,0,1,0.0,1.8563792235697072,0.0
HTTP Request: Download Citation i18n,13151,12,8,13,5,4803,0.0,1.85599452643208,3.1613572838505895
HTTP Request: Download Citation,13146,28,16,50,10,1330,0.0,1.8556117788013646,12.486770414826134
HTTP Request: Print Document Tool (Audit Logging),13154,138,112,162,67,11387,0.0,1.8573757401650797,20.272974372832103
HTTP Request: Subject Linking Portlet,6018,12,9,16,6,525,0.0,0.8497660742826586,1.2767663450591074
HTTP Request: View More,2104,613,561,789,184,10243,0.0,0.2970464211271161,7.682146909405994
HTTP Request: Download,13155,18,13,24,8,8668,0.0,1.8572872086067438,2.181077378090025
HTTP Request: Subject Linking Ajax,6016,581,508,841,6,9614,0.0,0.8497632429089758,8.631996038778711
HTTP Request: Perform Related Subjects Search,4859,729,628,998,210,12524,0.0,0.6875575293492542,79.450728146453
HTTP Request: Go To Home Page,2087,258,233,360,75,6342,0.0,0.2960497011699566,5.08156116847675
HTTP Request: Full List Pagination,1548,660,536,885,185,10972,0.0,0.22023930964366475,9.161638333708224
HTTP Request: Save Highlight,664,7,6,8,4,158,0.0,0.09467516366755044,0.0642549804714652
HTTP Request: Save Note,664,7,5,8,4,180,0.0,0.09467088465379256,0.06702730824619049
HTTP Request: Follow Spotlight Links,1046,710,645,860,319,10168,0.0,0.14961612592928994,6.138393435833849
HTTP Request: Portal Page Ajax Calls,13545,286,245,494,37,5714,0.0,1.9366702397481943,7.1895601360952295
HTTP Request: Featured Links,1030,712,640,883,256,10825,0.0,0.1492918926095585,4.0641259782695505
TOTAL,2395111,126,9,423,0,20483,1.252551551890497E-6,329.3165904346695,4420.681402992778
