sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request : Launch,38930,274,50,83,8,196005,0.34256357564860007,1.052131707214637,101.43288183996923
HTTP Request : Login,25583,1764,910,2493,367,244005,0.010592971895399289,0.6916075025910613,649.9609419605886
HTTP Request : Login / Ajax Marklist,25312,12,6,14,4,32818,0.0,0.6842918867156296,0.12151225840707543
HTTP Request : Basic search,12605,3425,1963,4383,455,338355,0.0023006743355811184,0.34079850129769745,12.20307335976696
HTTP Request :  Basic Search/ Ajax Marklist,12576,12,6,16,3,4026,0.0,0.3400215595731237,0.06072675831580638
HTTP Request: Ajax BrowseIndex Search Results (SU),24724,846,439,1775,7,45632,2.0223264843876394E-4,0.6684632585566893,1.3929318009985636
HTTP Request: Ajax BrowseIndex Search Results (TY),24709,793,411,1685,105,175367,4.047108341090291E-5,0.6680565472867183,1.0735232872568126
HTTP Request: Ajax BrowseIndex Search Results (PO),24707,795,421,1660,65,174920,4.047435949326102E-5,0.6680529931204899,1.4294525417155926
HTTP Request: Ajax BrowseIndex Search Results (WO),24706,792,423,1640,46,176428,8.095199546668825E-5,0.6680293137946971,1.527959826855595
HTTP Request: Ajax BrowseIndex Search Results (PU),24704,779,415,1636,40,35504,0.0,0.6679684083173207,1.535420538647883
HTTP Request: Ajax BrowseIndex Search Results (AU),24704,789,438,1638,43,32267,0.0,0.6676659133173215,1.3259376702846724
HTTP Request : RetrieveDocument,186600,1356,769,2854,97,387530,8.94962486602358E-4,5.045738565520862,221.94254463666925
HTTP Request :  Retreive Doc / Ajax Marklist,186398,34,7,18,3,174392,8.26189122200882E-4,5.041067698776855,0.9034053360828542
HTTP Request : View Document/Retrieval of Callisto images,9632,49,31,67,6,4060,0.0,0.2605111319284412,115.5934232447863
HTTP Request : DVI Document Image Tiles,88187,413,159,929,4,162801,2.2679079682946467E-5,2.3854412963609,866.6772092548323
HTTP Request: Navigate to NGrams Search Form,5631,1407,876,2327,264,174467,0.0014207068016338128,0.15232826901578084,4.236825208812949
HTTP Request :Navigate To NGram Search / Ajax Marklist,5623,10,6,14,4,1295,0.0,0.15211545993541734,0.027177669178267038
HTTP Request: NGram Search,5622,2984,906,7419,192,103353,0.0010672358591248667,0.1521244578300017,0.16253365845798456
HTTP Request : Navigate To Advance Search,18468,1252,276,2933,42,166083,0.0018410223088585662,0.5003314411333564,7.241198376321457
HTTP Request : Navigate To Advance Search/ Ajax Marklist,18433,10,6,13,4,4011,0.0,0.49942522612992346,0.0886938026221274
HTTP Request : Advance Search/ Single Term,11061,4401,3559,8093,402,298936,1.808154778049001E-4,0.2996921063927841,5.434145542007778
HTTP Request : Advance Search/ Ajax Marklist,18428,11,7,17,4,4139,0.0,0.49932307690640254,0.08895872040942433
HTTP Request: Download Citation JS,11174,34,9,23,0,31917,8.949346697691068E-4,0.30283533443872473,0.7287090099914791
HTTP Request: Download Citation/en,11164,26,9,22,5,30532,3.5829451809387314E-4,0.302564349398839,0.4591137987366014
HTTP Request: Download Citation CSS,11160,9,8,16,0,6873,0.0,0.30245595044817547,0.3810545224278811
HTTP Request: Download Citation Pop Up,11160,12,9,19,5,1079,0.0,0.30245598323656686,0.35096263044871
HTTP Request: Get Citation,11160,25,17,39,10,14726,0.0,0.3024559094626963,1.4303740919377883
HTTP Request: Download Citation,11160,19,14,29,9,1081,0.0,0.30245597503946836,0.18244133594838052
HTTP Request : AdvancedSearch - Multiple Search Terms,7372,4430,3510,8140,416,190649,2.7129679869777537E-4,0.199786912027687,3.479609700535354
HTTP Request: Retrieve Carrot page,612,148,102,205,28,5977,0.0,0.016632891297940336,1.1377722752667412
HTTP Request : Retrieve Topic Finder/ Ajax Marklist,612,9,6,13,4,142,0.0,0.0166329197769819,0.0029531097641979226
HTTP Request: Retrieve Carrot Results,612,9604,8868,15047,2360,47709,0.0,0.016627998871143634,22.392906880390836
TOTAL,893529,729,190,1811,0,387530,0.015706261352457503,24.13782083586331,2022.7625903458124
