sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request - Login,12548,711,396,1336,7,167105,0.02924768887472107,0.3377185154929715,616.3511515014549
HTTP Request - loginWithInfoMark - Topics,3133,964,494,871,8,253212,0.03096074050430897,0.08431933305856659,97.1890469011841
HTTP Request - PerformBasicSearch,11771,818,461,1379,8,226098,0.030158865007221137,0.3165358931426886,563.8672136190936
HTTP Request - RetrieveTopic,11401,689,424,731,11,195120,0.004122445399526357,0.30685647250761405,465.95702985904774
HTTP Request - Browse Eras,4697,1241,1248,1913,8,167424,0.03129657228017884,0.12647294737731807,1428.0407241323358
HTTP Request - Topic,4677,724,449,777,8,191004,0.03207184092366902,0.12599281638905505,170.22575256866946
TOTAL,48227,801,441,1367,7,253212,0.024115122234432993,1.2966323317787118,3337.810785688227
