sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Login LitRC,13815,611,290,1311,14,9198,0.0,1.9192983328709328,1720.7516932919239
HTTP Request - Ajax Ngram Search,5606,295,262,488,46,3340,0.0,0.7794017709075984,0.5581097097058599
HTTP Request: Home Page,2803,48,26,38,18,3148,0.0,0.3897264601324986,3.7696316405398385
HTTP Request: Search Assist,5442,64,49,106,7,3081,0.0,0.7563305156014364,0.11556262001813136
HTTP Request: Navigate To Advance Search Page,3296,240,98,261,36,6254,0.0,0.45812716336861903,6.523685747048548
HTTP Request: Basic Search,5441,424,341,564,39,10948,0.0,0.7564869696127485,30.958880395896006
HTTP Request: Navigate to Work Search,1315,350,338,412,37,3344,0.0,0.18304155488720256,2.41886813031299
HTTP Request: Advance Search,3294,467,347,601,32,9217,0.0,0.4584361648516408,15.503023890966164
HTTP Request: Work Search,1315,129,98,178,26,4874,0.0,0.18304275238394047,2.3292793786053507
HTTP Request: Ajax MarkList,10574,13,5,8,3,3009,0.0,1.4704510129410535,0.2792471130283017
HTTP Request: Ajax Limit Expand Search Results (SU),10189,124,95,206,13,3123,0.0,1.4174680645377147,2.2104786274936634
HTTP Request: Click on Work Search Link,1254,194,140,275,54,3268,0.0,0.1748165715514887,3.015116857655049
HTTP Request - Ajax Entity Facts,10558,2053,2034,3425,8,8831,0.0,1.4702487001291444,71.87078676351966
HTTP Request- Previous Search,2898,35,19,28,13,7434,0.0,0.4042526598653272,2.830550410249144
HTTP Request: Click On Next Page Link,2713,260,224,359,42,3324,0.0,0.37840093594605256,6.170559220321818
HTTP Request: Retrieve Document,15720,295,213,424,56,7497,0.0,2.192134448681672,138.33126991480762
HTTP Request: Retrieve Document/ Ajax MarkList,10454,12,5,8,3,3011,0.0,1.4584875843698237,0.2781328102121755
HTTP Request- Citation Tools messages/en,2108,21,8,13,5,5022,0.0,0.29426200262323127,0.4463895874402751
HTTP Request: Citation Tools/ Popup Window,2108,17,8,12,5,1170,0.0,0.29426257770109454,0.5910569189744921
HTTP Request: Citation/ Ajax MLA7,2108,21,12,18,9,1087,0.0,0.2942552661642179,0.24589790226041927
HTTP Request: Citation/ Ajax APA,2108,22,11,16,8,5027,0.0,0.2942536642467979,0.19614670800397885
HTTP Request: Save Citation/ MLA7,2108,27,12,17,9,5022,0.0,0.29425255523726274,0.19213593469994197
HTTP Request: Save Citation/ APA,2108,18,11,16,9,1058,0.0,0.29425124086641635,0.17546591226574015
HTTP Request: Export Citation/ ENDNOTE,2108,20,11,17,8,3015,0.0,0.29425230879183467,0.20284154834224838
HTTP Request: Export Citation/ PROCITE,2108,20,12,17,8,1078,0.0,0.29425144623608707,0.2028280036871465
HTTP Request: Export Citation/ REFMGR,2108,20,11,16,9,3014,0.0,0.29425091227553946,0.2028043255686734
HTTP Request- Mark Current Document,2093,123,96,196,39,3114,0.0,0.29253346419302345,0.11038742147335395
HTTP Request- View Mark Item,2093,175,147,242,62,3219,0.0,0.29253186962107547,2.6960603669230876
HTTP Request- View Mark Item/ Ajax Calls,2093,10,5,8,3,3010,0.0,0.29253554942872406,0.11038820833646648
HTTP Request - Navigate to Person Search,823,282,259,317,36,3353,0.0,0.1148658135612003,1.4546799726167856
HTTP Request- Limit Expand Result,2857,256,224,387,63,1773,0.0,0.3988961592457135,5.537007038799876
HTTP Request: Person Search,822,169,141,251,39,3138,0.0,0.11487421203906897,1.6323190341608236
HTTP Request: Search Within Results,2088,244,214,391,41,2240,0.0,0.2917515221590731,3.7210725370365845
HTTP Request- Navigate To Download,2112,14,6,9,4,2027,0.0,0.295183188981952,0.49661820473309193
HTTP Request: Click on Person Link,590,229,184,333,69,4314,0.0,0.08243910195593057,1.5957892357640246
HTTP Request- Print Document,2042,26,9,18,6,3014,0.0,0.2860758131726004,0.04508009470447332
HTTP Request: Bookmark,1219,499,357,1184,182,4385,0.0,0.17077466835881622,32.65512092390181
TOTAL,144491,334,105,1179,3,10948,0.0,20.04105551510108,2055.8731647844497
