sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
LaunchMLA,4058,72,57,86,40,1753,0.0,0.14091944835279646,20.576696313464495
Login,4058,367,313,505,168,4476,0.0,0.14091845495589161,120.88189992071949
BookMarkLaunch/BasicSearch,314,512,494,900,85,1409,0.0,0.010950630894094253,0.20141663482831765
BookMarkLogin/BasicSearch,226,716,729,1004,178,3859,0.0,0.00788294097738632,0.13622802752283497
NavigateToAdvancedSearchPage,2414,1206,1585,2445,53,5947,0.0,0.08386583856041474,1.2248406134884235
BasicSearch,3218,484,469,848,42,4230,0.0,0.11187301571409124,3.8569564820704545
NavigateToSubjectGuideSearch,2411,628,97,2207,45,3463,0.0,0.08378634197831612,1.115020150945387
RetrieveDocument,5727,311,295,497,0,3058,0.0,0.19913140182943587,6.241809730408436
HomePage,1306,41,36,57,20,1413,0.0,0.04543019068539861,0.3606211620228791
AdvancedSearch/singleSearchTerm,2171,643,637,834,113,3729,0.0,0.0754665691962567,1.8259149561113754
SearchWithinResult,2040,288,169,724,30,3627,0.0,0.0709491430282555,0.7690755867911476
SubjectGuideSearch/AllDates,964,202,188,319,42,1753,0.0,0.033608947622268064,0.37757061818638726
CitationTools,1267,29,22,40,16,1026,0.0,0.04408183760097942,0.2817422277970883
SubjectLink,2048,590,343,1472,73,5507,0.0,0.07126530398914847,1.047391543778819
LimitExpand,375,350,235,748,7,2565,0.008,0.013054099530303056,0.17100193883184886
PrintDocument,1107,15,10,23,6,178,0.0,0.038561969468116526,0.006077831866329653
NavigateToDownload,991,8,7,10,5,95,0.0,0.03454387239110106,0.057216556546889945
Download,991,23,8,57,0,876,0.0,0.03454569672343304,0.07110156393223242
NextDocument,374,264,255,444,3,859,0.0,0.01306298405079503,0.14855354831730602
MarkItem,991,112,96,198,0,1443,0.0,0.03454965070686633,0.01313959457998258
ViewMarkedItem,991,168,153,241,57,1326,0.0,0.03455128170263138,0.3216725674812506
RemoveAllMarkedItem,991,47,41,65,23,1056,0.0,0.034552910442900674,0.244514659002522
AdvancedSearch/multiSearchTerm,241,670,641,828,228,8126,0.0,0.008410436269570188,0.1386305272553972
BookMarkLaunch/AdvancedSearch,135,358,213,816,49,1326,0.0,0.0047092423101212574,0.06474503016435396
SubjectGuideSearch/BeforeDate,362,246,209,383,61,2050,0.0,0.012631406316924427,0.12214733607522667
SubjectGuideSearch/OnDate,361,135,116,207,36,2011,0.0,0.012612637226628514,0.09642346556743049
SubjectGuideSearch/AfterDate,361,2262,2251,2431,1931,3167,0.0,0.01261387516484518,0.10717801552768033
PreviousSearch,139,34,32,44,19,167,0.0,0.004884465523158235,0.034595883865735394
SortBy/DateDsc,76,511,547,726,85,1131,0.0,0.002670727390526796,0.03811922505717202
SubjectGuideSearch/BetweenDate,360,245,219,413,55,656,0.0,0.012640668696992147,0.1060198367950975
SortBy/DateAsc,63,483,489,717,91,940,0.0,0.0022694875219793566,0.029733762253566526
Logout,40,102,43,285,26,901,0.0,0.0014421124004757673,0.025113845253822417
BookMarkLogin/AdvancedSearch,67,678,685,982,193,1613,0.0,0.0023917314061356622,0.04065204340963944
TOTAL,41238,371,206,801,0,8126,7.274843590862796E-5,1.4319023453572897,160.68390757842164
