sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HomePage/EnterProduct,70,627,688,849,283,1808,0.0,0.9514230570582,636.5594184936255
HomePage/SavedItemServlet/SavedItemCount,70,4,4,5,4,6,0.0,0.9708333911210353,0.3817509760342843
HomePage/AjaxRequestVideos,70,64,61,65,56,273,0.0,0.9700127487389834,17.986834891705005
HomePage/AjaxRequestImages,70,61,61,65,55,78,0.0,0.9700127487389834,27.593858476872125
HomePage/AjaxRequestMonographs,70,147,141,149,124,386,0.0,0.9689385969769116,130.98485849603426
HomePage/AjaxRequestFeaturedArticles,70,132,121,150,103,412,0.0,0.96931427938407,141.79150374397642
Home Page,70,1044,1084,1331,664,2221,0.0,0.9463167998269593,944.336544790357
Select a type of search,14960,1,1,2,0,144,0.0,0.519407725203871,0.0
Do a basic search,13443,704,570,1074,229,60970,0.0,0.46683756841212337,44.348704109075676
BasicSearch/ResultsList/GenerateBookMarkForTools ,13440,17,11,14,8,4484,0.0,0.46688245390082894,0.29554058007939016
BasicSearch/ResultsList/HitCountsListWindow,13438,8,8,9,6,93,0.0,0.4668384220736269,0.15739014256758355
BasicSearch/ResultsList/SubjectLimiter,13436,9,9,10,7,1539,0.0,0.46686117825879336,0.15374209601566854
BasicSearch/ResultsList/PublicationYearLimiter,13435,8,8,9,6,2012,0.0,0.4667781630092186,0.15461741644870658
BasicSearch/ResultsList/PublicationTitleLimiter,13433,9,9,10,7,1336,0.0,0.4668341009295813,0.1537306216106482
Select a document type,14931,1,1,2,0,88,0.0,0.5189255422652013,0.0
View Magazine Document Request,4997,557,500,652,290,8485,0.0,0.17379977292296228,4.818308644452289
NatGeo-Features/SavedItemServlet/SavedItemCount,4997,5,5,6,4,572,0.0,0.17377776623200664,0.0683470405784647
NatGeo-Features/crossdomain.xml,4996,10,5,7,3,4343,0.0,0.17377549666713485,0.06995481549040551
NatGeo-Features/TranslateForm,4994,7,7,8,6,816,0.0,0.17376889919455296,0.2518117151323518
NatGeo-Features/BookMark,4994,22,12,18,9,4050,0.0,0.17380376962766247,0.11002006845811695
NatGeo-Features/Email,4994,8,8,9,7,291,0.0,0.17377682031567251,0.2591269530753869
NatGeo-Features/SavedItemServlet/SavedItemList,4993,5,5,6,4,1270,0.0,0.17376379052153845,0.06817426443156481
