sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
Login,1427,797,188,252,126,192840,0.0,0.19821745969393112,4.9676022115640786
Common Ajax Requests,5107,59,53,59,27,1110,0.0,0.7102206551413536,7.928912744153126
BasicSearch,285,66,55,71,28,1122,0.0,0.0397281977923389,0.9676683061576198
Basic Search : Ajax,284,955,23,4206,14,14040,0.0,0.03968643801222929,1.387804370917904
Article Page Retrieve,332,464,339,889,81,2985,0.0,0.04643700861742199,2.1881115510135714
Navigate Industry Essays,102,61,58,77,50,110,0.0,0.0143021617717518,0.09542483725857566
Ajax Search Call,284,612,203,345,12,13838,0.0,0.039777113705400616,2.821630189110063
Publication Title,187,605,634,842,14,950,0.0,0.02622123288871751,0.011940514740679718
Subject Limiter,187,645,485,998,271,1402,0.0,0.02622185795184854,0.07499578999832432
Navigation Comparision Charts: Industry,117,91,80,110,70,573,0.0,0.016411604154352118,0.13540984347502674
ComparisonTool.Industry,117,101,95,120,73,283,0.0,0.016414523682790592,0.5687367758739892
Navigate SubjectGuide Search,280,60,55,71,37,260,0.0,0.03941280550202765,0.21292935874837599
SubjectGuide Search,280,12,11,15,7,83,0.0,0.039417765812295974,0.02407436747507812
SubjectGuide Search Ajax Call,280,672,631,928,307,3635,0.0,0.03941885902394119,0.41512573463378966
Subject Guide Result Link,280,61,57,71,32,284,0.0,0.03942471456506655,0.2630498302255629
Subject Guide Search Ajax Call,280,111,75,205,28,1125,0.0,0.03942868955370667,0.2648518258405211
Subject Guide Display Group,280,74,59,149,9,1077,0.0,0.03942889498691172,0.011856584461762493
Subject Guide Publication Title,280,58,33,124,19,301,0.0,0.039428678449270074,0.02404046504542043
Subject Guide Subject Limiter,280,69,42,126,22,1055,0.0,0.039428806150668454,0.04283523387513207
Navigate Case Study TAB,142,76,61,85,51,1099,0.0,0.020108332935650928,0.13417604875576858
Navigate Case Study TAB Ajax Call,142,259,222,337,159,1976,0.0,0.020107615391161796,1.3209224225187732
Navigate Case Study TAB Publication Title,142,769,800,885,16,1666,0.0,0.0201063768931853,0.1307333473092712
Navigate Case Study TAB Subject Limiter,142,351,351,428,234,598,0.0,0.020106917827557975,0.09825685235263683
Article Retrieve,284,288,244,506,91,1845,0.0,0.04011471679009946,0.5711996562952704
Navigation Company Finder,142,102,90,120,57,666,0.0,0.020107188305659284,0.17351147799197442
Navigation Company Finder Ajax Call,142,39,35,45,29,187,0.0,0.020108774307897054,0.08054116725451789
Company Finder by State,26,424,39,937,35,2556,0.0,0.0037584137874807815,0.040687680810420984
Company Retrieve,107,2752,798,11225,82,11917,0.0,0.015259224272377437,0.13609005904143265
Company Retrieve Hierarchy,107,71,22,77,14,2423,0.0,0.01526946103511819,0.012621052398368537
Navigate Company Histories,142,63,59,73,51,266,0.0,0.02015663694177826,0.13449046350647978
Navigate Company Histories Ajax Call,142,233,229,347,121,491,0.0,0.020156376576189614,1.2592355539373281
Navigate Company Histories PublicationTitle,142,591,709,796,15,1770,0.0,0.020155369511086093,0.006975675139231731
Navigate Company Histories Subject Limiter,142,1147,1269,1413,15,1658,0.0,0.020157360850686052,0.10345480441114031
Navigate SWOT Reports,142,65,60,74,50,280,0.0,0.020161359023258826,0.13650527319812822
Navigate SWOT Reports Ajax Call,142,221,217,313,107,485,0.0,0.020160935376535283,0.975608166550694
Navigate SWOT Reports Publication Title,142,811,804,901,619,1358,0.0,0.020159947890793846,0.006783019439158768
Navigate SWOT Reports Subject Limiter,142,660,648,751,495,1632,0.0,0.020159833405951323,0.10168509720872909
Navigate Investments Report,142,61,54,71,47,333,0.0,0.02016103269920733,0.11189825151846651
Navigate Financial Report,142,69,55,81,48,1054,0.0,0.020161510738915107,0.11272520726955926
Navigate to Recent News,110,65,58,80,51,281,0.0,0.015933270305178618,0.10631016303284296
Navigate Recent News - Ajax Search,110,585,449,1264,36,1732,0.0,0.01593293797437607,0.7625994380543305
Navigate Recent News - Subject Limiter,96,150,147,263,32,392,0.0,0.013905965543335045,0.06951455016663982
Navigate Recent News - Publication Title,96,141,130,236,26,387,0.0,0.013905647286153596,0.06877852196730144
Recent News,96,342,323,455,202,688,0.0,0.013905466006929558,0.13499649443745146
Navigate to SWOT Reprot,110,70,58,71,51,1078,0.0,0.01593005143379152,0.10629406016896281
Navigate SWOT Report - Ajax Search,110,111,89,182,30,267,0.0,0.015930662803915408,0.008163050388107152
Navigate Market Share Reports,85,65,59,78,52,258,0.0,0.012310695894672583,0.08213811147950668
Company Hierarchy Ajax Call,28,307,23,404,17,3675,0.0,0.004165080589103048,0.008478623523423148
Navigate All Industries,97,62,60,74,52,97,0.0,0.013986616970438204,0.09332231097195308
Navigation Comparision Charts: Company,90,89,79,113,57,574,0.0,0.01310175067048209,0.10678964587023357
Company Comparision Search Assist,90,141,123,181,14,875,0.0,0.013103299570983414,0.1576738122659696
ComparisonTool.Company,90,108,99,142,83,321,0.022222222222222223,0.013103793693872084,0.1119336408417586
Industries Article Retrieve,97,606,638,832,82,1690,0.0,0.014009769286541667,0.125321905366536
Company Finder by Revenue,17,798,811,1625,36,2412,0.0,0.0024906246296111535,0.034060665316162086
Company Finder by Country,21,343,48,839,36,908,0.0,0.0031864070908179127,0.04037953048291517
BasicSearch Publication Title,54,197,186,301,89,1167,0.0,0.007964653457928047,0.04627395097586179
BasicSearch Display Group,54,21,10,13,9,361,0.0,0.007964792079102776,0.012133862933008135
BasicSearch Subject Limiter,54,204,212,287,106,304,0.0,0.007964889586718104,0.03784647730633334
Navigation Comparision Charts: Country,76,81,79,92,33,138,0.0,0.011212646212537774,0.09146049359654627
Country Comparision Search Assist,76,130,109,192,92,215,0.0,0.011212350108582759,0.0038466094720015814
Comparison Tool Country,76,750,600,1139,185,5758,0.0,0.011211820799697871,0.11243400146933862
SIC Search Assist,33,326,57,104,50,3083,0.0,0.004940080565229048,0.0012576797201309632
Company Finder by SIC,33,265,39,929,36,1211,0.0,0.004942330491543224,0.053442312360304285
Company Finder by City,13,394,213,794,37,906,0.0,0.0020397877867549363,0.023229860880981206
Company Finder by Employees,15,820,883,1649,38,2083,0.0,0.0026122505844910684,0.03590807136450909
NAICS Search Assist,17,50,50,54,45,56,0.0,0.0028004181518492153,7.649349903517358E-4
Company Finder by NAICS,17,49,48,60,35,93,0.0,0.0028004273781641123,0.011841972665522555
TOTAL,15326,276,60,580,7,192840,1.3049719431032232E-4,2.128719025339479,30.1802642382218
