sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request : Launch,429,65,60,75,39,634,0.0,0.0596104892228682,8.60441824430956
HTTP Request : Login,428,335,262,446,166,1415,0.0,0.059606483012779043,51.20500232785599
HTTP Request : Login / Ajax Marklist,428,6,5,8,4,37,0.0,0.05961073355325237,0.010562505353475632
HTTP Request : Basic search,495,250,237,352,62,1304,0.0,0.06892622137264272,1.933955438606092
HTTP Request : Navigate To Advance Search,836,236,83,527,37,1462,0.0,0.11636345819948983,1.209919308866478
HTTP Request : Navigate To Advance Search/ Ajax Marklist,836,6,5,8,4,205,0.0,0.1163712331425272,0.020631512125854654
HTTP Request : Advance Search/ Single Term,585,158,132,246,61,1412,0.0,0.08143044760994676,1.2184906144449261
HTTP Request : Advance Search/ Ajax Marklist,835,6,5,8,4,143,0.0,0.11623342455685137,0.020601988435470266
HTTP Request: Ajax BrowseIndex Search Results (SU),1233,44,33,80,17,321,0.0,0.1716348434601139,0.34533731127475276
HTTP Request: Ajax BrowseIndex Search Results (TY),1232,34,23,67,14,267,0.0,0.1715450247208634,0.17161110984827177
HTTP Request: Ajax BrowseIndex Search Results (PO),1232,41,33,70,16,278,0.0,0.17154564576214026,0.34513341094079697
HTTP Request: Ajax BrowseIndex Search Results (WO),1232,31,22,55,13,267,0.0,0.1715468161983081,0.11700561986395168
HTTP Request: Ajax BrowseIndex Search Results (PU),1232,32,23,56,13,283,0.0,0.17154595628446498,0.1805157692523785
HTTP Request: Ajax BrowseIndex Search Results (AU),1232,33,25,57,15,229,0.0,0.17154643401331351,0.11698469042064939
HTTP Request : AdvancedSearch - Multiple Search Terms,250,143,134,235,37,504,0.0,0.03494863598968596,0.4751115527696445
HTTP Request :  Basic Search/ Ajax Marklist,491,6,5,8,4,97,0.0,0.0686723467508749,0.01215913458821907
HTTP Request : Retrieve Document,1216,867,829,1122,457,2787,0.0,0.17004300857542554,14.435643529277954
HTTP Request : DVI Document Image Tiles,13243,469,507,662,46,3798,0.0,1.8528524805949274,37.905002799635895
HTTP Request :  Retreive Doc / Ajax Marklist,1214,6,5,8,3,88,0.0,0.17014880732553686,0.030155747783335258
HTTP Request: Download Citation JS,243,7,8,12,0,44,0.0,0.03413629484655735,0.0886937029019222
HTTP Request: Download Citation/en,243,8,8,11,6,38,0.0,0.03413630443739647,0.05178420533211885
HTTP Request: Download Citation CSS,243,6,7,11,0,46,0.0,0.034136280460308775,0.04643089471753001
HTTP Request: Download Citation Pop Up,243,8,8,11,6,83,0.0,0.03413625648325476,0.042522982884390055
HTTP Request: Get Citation,243,17,15,20,11,104,0.0,0.03413617016613919,0.13453642049278583
HTTP Request: Download Citation,243,13,12,16,9,120,0.0,0.03413616057537552,0.01868988813523988
HTTP Request: Navigate to NGrams Search Form,121,500,501,586,390,698,0.0,0.017239377302293905,1.1569669679817747
HTTP Request :Navigate To NGram Search / Ajax Marklist,121,5,5,8,4,9,0.0,0.017240991154659102,0.003055411316616126
HTTP Request: NGram Search,120,67,69,108,18,181,0.0,0.017129400775019735,0.011583813033875246
HTTP Request: Retrieve Carrot page,5,82,80,85,69,101,0.0,8.553894066180794E-4,0.059563671370253424
HTTP Request: Retrieve Carrot Results,5,1864,1678,1933,1272,2839,0.0,8.551554758170583E-4,0.3218335877599031
HTTP Request : Retrieve Topic Finder/ Ajax Marklist,5,6,5,6,5,9,0.0,8.55568854898089E-4,1.5122847923491612E-4
TOTAL,30514,271,154,634,0,3798,0.0,4.2380343653837285,119.65270929938752
