sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Login GPS,5340,1016,901,1845,211,10625,0.0,0.7415294837121799,630.0172833368708
HTTP Request: Login/ Ajax MarkList,5336,6,5,8,3,468,0.0,0.7422243445412083,0.13151398448172474
HTTP Request: Search Assist,20144,48,30,107,7,3030,0.0,2.7984233584997873,2.8404900834588367
HTTP Request: Navigate To Subject Guide Search,2467,442,79,967,29,6690,0.0,0.3431307095726096,3.3542291151170844
HTTP Request: Navigate To Subject Guide Search / Ajax Marklist,2467,6,6,9,3,102,0.0,0.3431677962548667,0.12858930154225198
HTTP Request: Basic Search,4612,1881,1316,3808,74,12446,0.0,0.6411552137791096,23.119264535921513
HTTP Request: Navigate To Publication Search,1038,599,321,1248,75,7566,0.0,0.14471917230671763,1.647609515806666
HTTP Request: Navigate To Publication Search / Ajax Marklist,1038,6,5,8,3,131,0.0,0.14473214722689443,0.05981241387356629
HTTP Request: Navigate To Advanced Search,3913,767,805,1321,42,9924,0.0,0.544328708324529,8.000962366035738
HTTP Request: Basic Search/ Ajax MarkList,4609,6,5,8,3,156,0.0,0.6411710852846575,0.16362455103938855
HTTP Request: Navigate To Advanced Search / Ajax Marklist,3910,6,5,9,3,155,0.0,0.5445435207259393,0.18781490779457646
HTTP Request: Ajax Suggest Also Try,30074,57,7,55,4,13393,0.0,4.1853721563225506,2.171060854116386
HTTP Request: Subject Guide Search,2466,804,414,1846,54,11088,0.0,0.3431859429033781,3.8693750809778265
HTTP Request: Publication Search,512,189,109,446,18,1126,0.0,0.07141307933337565,0.9747470979283233
HTTP Request: Ajax Suggest Did You Mean,30063,60,7,35,4,13595,0.0,4.18550431338196,2.1706748788086063
HTTP Request: Subject Guide Search / Ajax Marklist,2465,6,5,8,3,150,0.0,0.3433201186425192,0.12867608558970559
HTTP Request: Subject Guide Search Result,1829,810,479,1679,77,12579,0.0,0.25496093479914267,4.4419688690816725
HTTP Request: Subject Guide Search Result/ Ajax MarkList,1829,6,5,8,3,138,0.0,0.2549759696649694,0.09684900816055539
HTTP Request: Ajax Limit Expand Search Results (TY),29585,420,171,1304,12,3532,0.0,4.119143708201168,5.97210301308714
HTTP Request: Ajax Limit Expand Search Results (SU),29573,388,176,1241,15,3574,0.0,4.118818290656287,7.57862284207898
HTTP Request: Ajax Limit Expand Search Results (PU),28540,326,151,1086,13,3244,0.0,3.9743840226977154,6.990222550970361
HTTP Request: Publication Search/ Ajax Browse Index (PTA),1038,76,20,185,7,2679,0.0,0.144808207249283,0.1934919071411791
HTTP Request: Advanced Search,3908,1679,1065,3505,45,13762,0.0,0.5447064926839562,13.032868270172537
HTTP Request: Retrieve Document,34770,341,234,487,58,55554,0.0,4.8450976168028035,177.36279474365608
HTTP Request: Publication Search/ Ajax Browse Index (PF),1038,81,19,186,7,3783,0.0,0.144835383702838,0.1941963167580539
HTTP Request: Retrieve Document/ Ajax SimilarArtclesBySubject,34746,1250,1331,2289,7,11180,0.0,4.842813447985332,13.725134386121896
HTTP Request: Advanced Search/ Ajax MarkList,3903,7,5,8,3,1010,0.0,0.5440861749975187,0.18763065783231775
HTTP Request: Publication Search/ Ajax Browse Index (PCD),1038,75,20,184,7,3163,0.0,0.14486299491542054,0.19389779505752025
HTTP Request: Publication View All,526,469,427,768,110,1688,0.0,0.07364403274723325,1.1879569861183097
HTTP Request: Limit By TY,316,1019,623,2221,117,10559,0.0,0.04420936998010299,0.5609636271168384
HTTP Request: Publication Search/ Ajax Browse Index (PLG),1037,74,20,178,7,4468,0.0,0.14487997385733778,0.19109869495032517
HTTP Request: Limit By TY/ Ajax MarkList,316,6,6,8,4,121,0.0,0.04420478116674883,0.013480119494196583
HTTP Request: Publication Search/ Ajax Browse Index (PUB_SU),1037,72,20,179,7,5024,0.0,0.14484045342185223,0.19096500035022898
HTTP Request: ATP Publication,829,212,135,384,32,6579,0.0,0.11588390976375758,1.1800600546695275
HTTP Request: ATP Publication/ Ajax MarkList,829,6,5,9,4,108,0.0,0.11583691894475781,0.04804709884235741
HTTP Request: Tab Visit,2584,491,323,1100,6,15845,0.0,0.36117734870107543,25.856581366065264
HTTP Request: Tab Visit/ Ajax MarkList,2582,6,5,8,3,1008,0.0,0.3610350603915734,0.11139882536886542
HTTP Request: Retrieve Document/ Ajax MarkList,8701,6,5,8,3,257,0.0,1.2167649825638038,0.3833184482481227
HTTP Request: Limit By SU,328,1020,629,1994,100,10322,0.0,0.04590337563348058,0.6214461675247193
HTTP Request: Limit By SU/ Ajax MarkList,328,7,6,9,4,87,0.0,0.04589903974451027,0.013175994768978799
HTTP Request: DocLinking/getTerms,8692,124,57,334,6,1617,0.0,1.215753434237698,24.064116481010288
HTTP Request: Retrieve Document/ Scribble,8585,7,6,9,4,146,0.0,1.20171950173084,0.4216852956810887
HTTP Request: Save This Document,8676,675,305,1557,33,12491,0.0,1.2143566177396843,0.611023036664164
HTTP Request: Search Within Results,507,757,255,2053,48,10709,0.0,0.07103693752616597,0.507205715212357
HTTP Request: Search Within Results/ Ajax MarkList,507,7,6,8,4,137,0.0,0.07103717640254287,0.02156272650105617
HTTP Request: Navigate Topic Finder,646,78,68,86,21,1093,0.0,0.09066795192465185,6.229609140775188
HTTP Request: Click On Next Page Link,872,548,418,1158,164,3361,0.0,0.12232359275614273,1.9043651858375232
HTTP Request: Related Document,7762,1231,812,2403,84,17442,0.0,1.0871347919688723,14.869173260566827
HTTP Request: Topic Finder,646,5230,3328,11792,99,25130,0.0,0.09049048645220141,71.40702471973162
HTTP Request: Click on Topic,638,833,365,1752,104,13759,0.0,0.08960266414842921,5.41753843030879
HTTP Request: Click on Topic/ Ajax MarkList,638,6,5,9,3,60,0.0,0.08960438819935489,0.03804708271706909
HTTP Request: Click on Topic/ Scribble,638,7,6,8,4,202,0.0,0.08960378414476489,0.03145346392183685
HTTP Request: Click on Topic/ doc Linking,638,140,67,371,7,1528,0.0,0.08960221112415664,2.165591077689541
HTTP Request: ATP Page,1067,283,204,475,45,10434,0.0,0.14968984600604485,1.5743525925120425
HTTP Request: Related Document / Ajax Marklist,7760,1200,1152,3021,3,15884,0.0,1.0871924110607256,1.9403673616239432
HTTP Request: ATP Page/ Ajax MarkList,1067,7,5,9,4,151,0.0,0.14966666554451735,0.0475412147911624
HTTP Request: Document Download,8658,9,8,11,5,210,0.0,1.2145091337876217,2.017421794582431
HTTP Request: Print Document,8656,15,11,22,6,943,0.0,1.2144730504417407,0.1914680830421203
HTTP Request: Header Quick Search,8634,1869,1109,4105,52,17741,0.0,1.2118318240174288,16.847251184857196
HTTP Request: Ajax Limit Expand Search Results (GS),561,290,97,1204,13,1600,0.0,0.07908426901113227,0.05392797581698914
HTTP Request- BookMark Login,567,3847,3402,6783,383,17812,0.0,0.08028752847233649,20.23165541706114
HTTP Request: Limit By PU,313,1013,614,2234,101,6487,0.0,0.04447155362154026,0.5790698229321758
HTTP Request: Limit By PU/ Ajax MarkList,313,7,6,8,4,173,0.0,0.04446432632781062,0.013991241211370197
TOTAL,388705,450,106,1405,3,55554,0.0,53.93967576385689,1106.8993333882245
