sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
HTTP Request: Home Page / Product Page,5041,695,611,880,307,7491,0.0,0.6984076140145927,581.1059805704467
HTTP Request: Saved Item Count,10777,8,5,8,4,5758,0.0,1.4945668190079164,0.5878134876698584
HTTP Request: Bread Crumb,10618,11,8,12,6,5356,0.0,1.4732338468053245,0.8097683890261421
HTTP Request: Header Bookmark Tool,9224,12,9,14,6,5162,0.0,1.2798016251982174,1.032860283790183
HTTP Request: FavIcon Servlet,45220,0,0,4,0,2629,0.0,6.275670991633734,0.3882081799197541
HTTP Request: Search Assist,617,54,34,91,5,5054,0.0,0.08585921065466882,0.14136027711964752
HTTP Request: Map Page,164,636,503,1410,284,3708,0.0,0.022937268249673844,11.850639292435625
HTTP Request: Map Ajax Calls,164,329,318,421,158,1294,0.0,0.022938660622795825,0.04743405663953937
HTTP Request: Perform Basic Keyword Search,616,969,885,1351,355,5263,0.0,0.08581661685541446,22.59015219645785
HTTP Request: Go To Advanced Search Page,492,280,247,339,108,3971,0.0,0.06859614230353375,1.5507632747739082
HTTP Request: Go To Home Page,479,227,199,276,65,3270,0.0,0.06682619385902157,1.1180201963162444
HTTP Request: Saved Item List,3749,7,5,7,4,2451,0.0,0.5227622596046584,0.20513351989884987
HTTP Request: Perform Advanced Search WIth Default Date Range,393,923,864,1271,276,3738,0.0,0.05484315276957922,21.43902833423343
HTTP Request: Perform Advanced Search WIth New Date Range,98,1191,1018,2146,336,3277,0.0,0.013721552456444921,2.264839779128861
HTTP Request: Navigation Portlet,2368,103,67,248,10,3129,0.0,0.3307198365841781,0.3501803308217899
HTTP Request: Add Search To History,2367,15,9,14,6,4537,0.0,0.33087634003519845,0.10669750692995124
HTTP Request: Suggested Portals,1122,175,140,306,26,3153,0.0,0.15683645494257786,8.45544758850147
HTTP Request: Reference List,1121,117,104,202,10,920,0.0,0.15716331020420293,0.5050783197454599
HTTP Request: Biographies List,1121,74,66,160,9,403,0.0,0.15714962817500777,0.31541185376946723
HTTP Request: Magazine List,1121,245,218,410,32,2169,0.0,0.15712453962930384,0.49395463202371925
HTTP Request: News List,1121,259,226,428,29,2759,0.0,0.15711104050535657,0.4742374552230031
HTTP Request: Academic Journal List,1121,239,218,409,27,2472,0.0,0.157112427747204,0.48466038163814024
HTTP Request: Follow Spotlight Links,242,698,634,790,371,4573,0.0,0.03393776683043275,1.7859332091338451
HTTP Request: Case Overview List,1120,310,288,366,109,4478,0.0,0.1570528141971257,2.4185911544875247
HTTP Request: Portal Page Ajax Calls,2889,217,190,375,9,1472,0.0,0.40528762164064747,2.5954770338943343
HTTP Request: Statistics List,1119,121,108,203,26,1960,0.0,0.15702816824326316,0.13469242094389505
HTTP Request: Experimental Activity List,1118,118,103,206,26,1061,0.0,0.1570139596364579,0.1562420782033446
HTTP Request: Website List,1117,123,110,213,23,3258,0.0,0.15701639057131336,0.14720382708650814
HTTP Request: Audio List,1117,204,181,339,25,5251,0.0,0.15700295002499115,0.37184621685790015
HTTP Request: View Full List Page,909,625,551,822,207,11590,0.0,0.12816281217126557,8.386536573026156
HTTP Request: View More,539,552,545,676,240,2415,0.0,0.0765478754414107,6.168684386425817
HTTP Request: MLA7 Citation - Get Bookmark,1388,12,9,16,6,383,0.0,0.1967535382679253,0.08428643875883104
HTTP Request: MLA7 Citation - Get Citation,1387,28,19,51,11,3482,0.0,0.19690072299617314,0.23280688453192214
HTTP Request: Bookmark Tool,1385,11,8,14,6,1181,0.0,0.19674027641369607,0.13463746804213453
HTTP Request: Translate Form,1384,11,10,16,6,284,0.0,0.1967946082827495,0.28558460587151785
HTTP Request: Email Form,1384,11,10,17,7,89,0.0,0.19677776411265527,0.2873842095619207
HTTP Request: Subject Linking Portlet,653,16,9,15,6,3674,0.0,0.0929578122428713,0.13893430532256787
HTTP Request: Sidebar Limiter Ajax Calls,3143,120,100,222,18,4324,0.0,0.44744264391765576,0.48028327835979173
HTTP Request: Subject Linking Ajax,653,375,371,694,7,4544,0.0,0.09294997896170461,0.4591290143928701
HTTP Request: View Document,10424,452,421,577,176,6453,0.0,1.4850883537815545,41.01424901333659
HTTP Request: Related Subjects,1381,12,10,17,7,1013,0.0,0.1968349341671951,0.22005964804032366
HTTP Request: Clear Document In Session,1380,10,9,15,6,165,0.0,0.1967900407127222,0.06347158398157589
HTTP Request: Featured Links,235,627,607,780,251,2671,0.0,0.03371902154573734,0.9584849063884633
HTTP Request: Print Document Tool (Audit Logging),485,249,204,276,81,6648,0.0,0.06961509312633489,0.7854177383294243
HTTP Request: Download Citation Pop Up,485,9,9,12,6,51,0.0,0.06961443364136882,0.10274478700028679
HTTP Request: Download Citation CSS,485,15,8,11,0,3901,0.0,0.06961178583510676,0.10891222515365187
HTTP Request: Sort By Title,95,446,405,642,203,2224,0.0,0.013703540489995334,0.5129903760125294
HTTP Request: Download Citation JS,485,0,0,0,0,1,0.0,0.06960918818320162,0.0
HTTP Request: Download Citation i18n,485,9,8,12,6,152,0.0,0.06960626106165478,0.11855615216911766
HTTP Request: Download Citation,485,19,15,23,12,174,0.0,0.06960350399825489,0.4516156590034644
HTTP Request: Download,485,16,13,23,9,270,0.0,0.06960084703513307,0.08113689593281352
HTTP Request: Full List Pagination,76,517,508,673,264,893,0.0,0.010991046780064382,0.4272787795588657
HTTP Request: Sort By Relevance,94,464,382,602,214,3039,0.0,0.013675426553284771,0.30007016589492647
HTTP Request: Browse Items,307,326,314,400,119,3696,0.0,0.04469958963738295,1.2544802022405268
HTTP Request: Perform Related Subjects Search,212,637,561,848,254,3564,0.0,0.030643773647742303,3.7588194691276993
HTTP Request: Topic Page,307,680,660,857,360,1953,0.0,0.04470069607865691,2.645976688914606
HTTP Request: Display Group Ajax Calls,3678,233,206,395,9,3994,0.0,0.5329186671643279,2.683758203105983
HTTP Request: Sort By Content Level,72,445,412,664,198,1188,0.0,0.010530495657267469,0.23657750869862817
HTTP Request: Save Highlight,24,8,7,8,5,50,0.0,0.0037976239849069763,0.0025767163064910415
HTTP Request: Save Note,24,6,6,8,5,12,0.0,0.0037972712808575755,0.0026877251762092093
TOTAL,142365,118,8,431,0,11590,0.0,19.7240230051949,733.572360611977
