sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
Login,5878,220,186,246,140,5664,0.0,0.20414178609059555,5.121950498577589
Common Ajax Requests,21144,58,51,56,25,3055,0.0,0.7342770376838935,8.197425378898533
BasicSearch,1176,65,55,71,23,1094,0.0,0.04085114897330225,0.9950100796996885
Navigate Case Study TAB,588,66,58,73,28,1075,0.0,0.02044028726390382,0.136385361674371
Navigate Case Study TAB Ajax Call,588,243,227,327,115,1550,0.0,0.020440868513035622,1.3428183897099206
Navigate Case Study TAB Publication Title,588,783,774,882,581,1843,0.0,0.020441415684844266,0.13291686708292758
Navigate Case Study TAB Subject Limiter,588,324,315,403,212,1285,0.0,0.020441857707357354,0.09990393022178826
Article Retrieve,1175,277,234,494,71,2921,0.0,0.04083902189048038,0.5601549416306976
Basic Search : Ajax,1175,889,22,4161,9,12218,0.0,0.04085771576924925,1.432964816097422
BasicSearch Publication Title,233,175,163,272,86,1134,0.0,0.00810541633140508,0.047089631554907585
BasicSearch Display Group,233,16,10,11,8,819,0.0,0.008105562673723863,0.012350900044462317
BasicSearch Subject Limiter,233,187,192,274,99,351,0.0,0.00810571325110522,0.03851212603830969
Navigation Company Finder,588,98,83,105,47,1159,0.0,0.020445388888508338,0.1764352320178719
Article Page Retrieve,1382,414,317,711,73,11928,0.0,0.04803995255515887,2.5189056247767025
Navigation Company Finder Ajax Call,588,36,31,39,27,1034,0.0,0.020446608168503418,0.08189078606159242
Navigate to Recent News,459,61,56,73,29,282,0.0,0.01599272989314034,0.10670989915965347
Navigate Recent News - Ajax Search,459,543,410,1147,33,2664,0.0,0.01599283353812174,0.749196927126424
Navigate Recent News - Subject Limiter,394,150,142,260,32,1204,0.0,0.013728841511918987,0.06884265944455267
Navigate Recent News - Publication Title,394,137,126,249,28,1174,0.0,0.013729074964547451,0.06934357527116926
Company Finder by Revenue,92,383,38,1388,32,4889,0.0,0.0031992526545798904,0.04315724183787189
Recent News,394,366,334,501,194,2061,0.0,0.013729030952379043,0.1340377566666728
Navigate Industry Essays,401,63,58,77,38,276,0.0,0.01395030705808654,0.09308180535072202
Company Retrieve,465,1914,711,10897,75,12204,0.0,0.016173042793140836,0.14190826084071234
Ajax Search Call,1175,386,190,347,12,13522,0.0,0.04087779907250187,2.885131548366838
Publication Title,785,620,682,841,14,1739,0.0,0.02730947820841056,0.012174807550367985
Subject Limiter,785,605,503,987,9,1392,0.0,0.02730986584384998,0.07349715324872076
Navigate to SWOT Reprot,459,64,58,74,48,1098,0.0,0.015996960368419407,0.1067387732486979
Navigate SWOT Report - Ajax Search,459,110,91,180,34,419,0.0,0.015997088599578966,0.00890908800746015
Company Retrieve Hierarchy,464,50,19,63,13,2398,0.0,0.01615281116354199,0.008740691028749567
Navigation Comparision Charts: Company,385,84,76,95,36,663,0.0,0.013459480949275866,0.10971163505617254
Navigate Market Share Reports,384,64,57,72,40,1065,0.0,0.013401762827397825,0.08941941932927527
Company Finder by City,82,216,36,673,32,5046,0.0,0.002856113760543631,0.033639984620436936
Navigate Company Histories,587,68,57,76,49,1102,0.0,0.02043500023289634,0.13634558061222912
Navigate Company Histories Ajax Call,587,267,236,393,111,3179,0.0,0.02043522076792148,1.2766522115874073
Navigate Company Histories PublicationTitle,587,569,678,793,14,1233,0.0,0.020435416407815158,0.00707427656580634
Navigate Company Histories Subject Limiter,587,1184,1244,1406,15,2408,0.0,0.020434958260640408,0.10487402066898553
Company Comparision Search Assist,385,123,107,141,12,2403,0.0,0.013459895507160298,0.15687575813516957
ComparisonTool.Company,385,96,94,112,21,357,0.01818181818181818,0.013460858829365398,0.11573163218175278
Navigate SWOT Reports,587,63,58,73,30,1067,0.0,0.020436274421913675,0.1383704154051387
Navigate SWOT Reports Ajax Call,586,241,224,361,101,1256,0.0,0.02044392125992328,0.9893038370453587
Navigate SWOT Reports Publication Title,586,628,755,864,9,1344,0.0,0.020443473360078467,0.006874849715614192
Navigate SWOT Reports Subject Limiter,586,524,586,704,15,988,0.0,0.02044346408847373,0.10312218793348603
Navigate SubjectGuide Search,1166,61,54,73,25,1056,0.0,0.04063174912606021,0.21951702118332406
Navigate Investments Report,586,62,54,73,24,1097,0.0,0.02044388702484752,0.11347286715049369
Navigation Comparision Charts: Industry,403,87,76,94,66,1084,0.0,0.014069644741470277,0.11609130927776115
SubjectGuide Search,1166,14,11,14,6,1054,0.0,0.04063326985924057,0.024814804986266755
Navigate Financial Report,586,61,54,73,26,308,0.0,0.020444327096953,0.11431319926968747
ComparisonTool.Industry,403,99,87,104,36,1133,0.0,0.014070144804134682,0.48812627015351856
SubjectGuide Search Ajax Call,1166,667,620,926,230,5685,0.0,0.04063379095601238,0.4278977256411662
Subject Guide Result Link,1166,63,57,74,48,1130,0.0,0.0406350201176457,0.271126647327946
Subject Guide Search Ajax Call,1166,131,86,283,25,1391,0.0,0.04063628334279364,0.3424038357144592
Subject Guide Display Group,1166,55,33,130,8,1050,0.0,0.04063634140772093,0.012771179455956062
Subject Guide Publication Title,1166,59,34,119,18,1187,0.0,0.04063635415370279,0.027267971645443697
Subject Guide Subject Limiter,1166,60,34,126,19,1190,0.0,0.040636371148357706,0.05184800769996501
Navigation Comparision Charts: Country,385,83,75,95,32,1102,0.0,0.01345009130515878,0.1097155785285153
Country Comparision Search Assist,385,134,116,190,82,320,0.0,0.013450358204000569,0.004750851842190755
Comparison Tool Country,385,533,418,929,89,5822,0.0,0.01345012842601846,0.13406155540141088
Company Hierarchy Ajax Call,133,147,23,343,16,408,0.0,0.004675523584817443,0.00886640514626444
Navigate All Industries,390,72,58,78,27,1103,0.0,0.013631520157068667,0.09095558096630141
